model_name,sample_id,l1_label,path_length,path_labels,path_coherence,granularity_progression,path_score_raw,path_score_adjusted,flags,issue_summary,suggested_fix_type
B_claude,P0085_L4_N945a64d3,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>货运航线网络>构建国际航线网络>完善国际航空货运航线>加密货源丰富地区航线,4,3,3.55,2.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,'货运航线网络'→'构建国际航线网络'→'完善国际航空货运航线'三层语义高度重叠，层级过深但缺乏实质增量。,COMPRESS_CHAIN
B_claude,P0100_L3_N9ecfe06c,市场主体与网络,5,ROOT>市场主体与网络>航空货运网络>货运航线网络>提升国际货运中转功能,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L2'航空货运网络'与L3'货运航线网络'语义高度重叠，缺乏实质区分,COMPRESS_CHAIN
B_claude,P0123_L2_N13abaa5a_BR_9f83a3,市场主体与网络,6,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>增强货运保障能力>航空货运枢纽建设,3,2,2.55,1.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,'航空货运能力提升'与'增强货运保障能力'语义高度重复，导致层级过深而无实质递进。,COMPRESS_CHAIN
B_claude,P0089_L3_Nb0e7dd4f,市场主体与网络,6,ROOT>市场主体与网络>航空货运网络>货运航线网络>构建国际航线网络>加快数字基建建设,2,2,2.0,1.0,PATH_SEMANTIC_DRIFT;PATH_REDUNDANT_CHAIN,叶节点'加快数字基建建设'与上层航空货运航线网络主题明显偏离，且L2-L3语义高度重复。,MOVE_SUBTREE
B_claude,P0120_L4_Ndfac356a,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>增强货运保障能力>货运通道与设施建设>规划配置货机位,4,3,3.55,2.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,'航空货运能力提升'与'增强货运保障能力'语义高度重叠，导致层级过深而缺乏实质增量。,COMPRESS_CHAIN
B_claude,P0153_L3_Na7c6a537,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>丰富多式联运体系>多式联运发展推进,3,2,2.55,1.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L4'丰富多式联运体系'与L5'多式联运发展推进'语义高度重复，缺乏实质粒度递进。,COMPRESS_CHAIN
B_claude,P0111_L2_N9ef25cc0,市场主体与网络,5,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>促进航空货量增长,3,2,2.55,1.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,'航空货运能力提升'与'促进航空货量增长'语义高度重叠，缺乏实质粒度递进。,COMPRESS_CHAIN
B_claude,P0202_L3_N4b540045,通关与口岸效能,5,ROOT>通关与口岸效能>空港口岸优化>优化航空口岸服务功能与环境>加快大通关基地建设运营,5,4,4.55,4.55,,无明显问题,KEEP
B_claude,P0201_L3_N53ff6178,通关与口岸效能,5,ROOT>通关与口岸效能>空港口岸优化>优化航空口岸服务功能与环境>提高口岸通关便利化水平,4,2,3.1,2.2,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L3与L4语义高度重叠，'优化服务功能与环境'与'提高通关便利化水平'均属口岸服务优化的同层表述，缺乏实质粒度递进。,COMPRESS_CHAIN
B_claude,P0206_L4_N5edfd835,通关与口岸效能,5,ROOT>通关与口岸效能>空港口岸优化>优化航空口岸服务功能与环境>实行一站式通关作业模式,5,5,5.0,5.0,,无明显问题,KEEP
B_claude,P0224_L4_Ne55e384d,智慧绿色转型,5,ROOT>智慧绿色转型>智慧货运高效管理>单据电子化建设>统筹单据电子化与标准化建设,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L3与L4语义高度重复，L4仅在L3基础上加了'统筹'和'标准化'修饰，缺乏实质粒度递进。,COMPRESS_CHAIN
B_claude,P0225_L4_Nea0a385e,智慧绿色转型,5,ROOT>智慧绿色转型>智慧货运高效管理>货运可视化>实现货物状态可视化,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L3'货运可视化'与L4'实现货物状态可视化'语义高度重复，缺乏实质性细化,COMPRESS_CHAIN
B_claude,P0220_L2_Nc8ab6162,智慧绿色转型,3,ROOT>智慧绿色转型>提高智慧韧性水平,3,3,3.0,1.8,PATH_UNDER_STRUCTURED;PATH_SEMANTIC_DRIFT,'智慧韧性'与'绿色转型'关联度有限，路径过短缺少中间层和具体行动节点。,INSERT_INTERMEDIATE_NODE
B_claude,P0255_L4_N32b417e2,区域协同与产业联动,5,ROOT>区域协同与产业联动>延伸产业丰富业态>交易中心建设>打造生鲜交易中心,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L3'交易中心建设'与L4'打造生鲜交易中心'语义高度重叠，后者仅增加'生鲜'限定词，层级增量不足。,COMPRESS_CHAIN
B_claude,P0248_L4_Nd3a9b4af,区域协同与产业联动,5,ROOT>区域协同与产业联动>延伸产业丰富业态>延伸航空物流链条>与快递企业深度合作,3,4,3.45,2.65,PATH_SEMANTIC_DRIFT,L1强调'区域协同与产业联动'，但L2起路径聚焦产业延伸，'区域协同'维度未体现，存在语义偏移。,MOVE_SUBTREE
B_claude,P0245_L4_N5a060ef1,区域协同与产业联动,5,ROOT>区域协同与产业联动>大力发展航空经济>临空产业推进>加快临空产业园建设,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L3'临空产业推进'与L4'加快临空产业园建设'语义高度重叠，中间层缺乏实质性区分。,COMPRESS_CHAIN
B_claude,P0235_L3_N792037db,区域协同与产业联动,4,ROOT>区域协同与产业联动>营造宜商宜业环境>优化简化货物安检流程,3,4,3.45,2.65,PATH_SEMANTIC_DRIFT,'优化简化货物安检流程'偏向物流/通关领域，与L1'区域协同与产业联动'的关联需经较多推理，语义连贯性不够直接。,MOVE_SUBTREE
B_claude,P0269_L4_N59784fee,资源与要素保障,5,ROOT>资源与要素保障>加大政策扶持力度>完善配套政策支持>强化双网双枢纽政策支持,3,2,2.55,1.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L2'加大政策扶持力度'与L3'完善配套政策支持'语义高度重复，缺乏实质递进,COMPRESS_CHAIN
B_claude,P0270_L4_Nada24d28,资源与要素保障,5,ROOT>资源与要素保障>加大政策扶持力度>完善配套政策支持>强化促进两个枢纽发展政策支持,3,2,2.55,1.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L2'加大政策扶持力度'与L3'完善配套政策支持'语义高度重复，缺乏实质粒度递进。,COMPRESS_CHAIN
B_claude,P0266_L3_N9815851a,资源与要素保障,4,ROOT>资源与要素保障>聚集航空物流资源要素>大力培育适航产业,3,3,3.0,2.2,PATH_SEMANTIC_DRIFT,'大力培育适航产业'偏离了'聚集航空物流资源要素'的聚集/汇聚语义，转向产业培育，主题发生漂移。,MOVE_SUBTREE
B_claude,P0074_L1_N70e79b29_BR_710c1d_BR_aff596,市场主体与网络,5,ROOT>市场主体与网络>市场主体引育>主体引育专项>企业引育,3,2,2.55,2.05,PATH_REDUNDANT_CHAIN,L2'市场主体引育'、L3'主体引育专项'、L4'企业引育'三层语义高度重复，缺乏实质性粒度递进。,COMPRESS_CHAIN
B_claude,P0070_L2_Naaad89dc,市场主体与网络,5,ROOT>市场主体与网络>市场主体引育>主体引育专项>引入关键市场主体,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L2'市场主体引育'与L3'主体引育专项'语义高度重复，缺乏实质性细化区分。,COMPRESS_CHAIN
B_claude,P0013_L3_Nb28e82d6,战略规划与治理,5,ROOT>战略规划与治理>提升国际货运服务能力>航空货运枢纽建设>整合盘活低效闲置土地资源强化对航空货运枢纽建设项目用地支持,4,4,4.0,4.0,,L2到L3的递进略显不自然，L2标注为L2但L3实际是L2的桥接节点，整体仍连贯,KEEP
B_claude,P0159_L4_N3ac13c17,市场主体与网络,7,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>丰富多式联运体系>多式联运网络建设>探索异地货站模式,4,3,3.55,2.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,'丰富多式联运体系'与'多式联运网络建设'语义高度重叠，导致层级过深而缺乏实质增量。,COMPRESS_CHAIN
B_claude,P0195_L4_N9273a814,通关与口岸效能,5,ROOT>通关与口岸效能>空港口岸优化>提升航空口岸便利化水平>建立三关合一创新监管模式,5,4,4.55,4.05,PATH_REDUNDANT_CHAIN,L2'空港口岸优化'与L3'提升航空口岸便利化水平'语义高度重叠，均表达对航空口岸的改善,COMPRESS_CHAIN
B_claude,P0050_L3_Nbf6e7bf3,基础设施与枢纽,4,ROOT>基础设施与枢纽>货运基础设施>完善货运航线网络,5,4,4.55,4.55,,无明显问题,KEEP
B_claude,P0037_L3_N06f95f57,基础设施与枢纽,5,ROOT>基础设施与枢纽>货运基础设施>提升航空货运枢纽集疏运能力>推进航空客货枢纽建设,3,2,2.55,1.45,PATH_REDUNDANT_CHAIN;PATH_GRANULARITY_JUMP,L4'推进航空客货枢纽建设'比L3'提升航空货运枢纽集疏运能力'更宏观，粒度出现倒挂且语义高度重叠。,MOVE_SUBTREE
B_claude,P0186_L4_N8bd3a8a5,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>发展临空经济>加快中转硬件设施配套,3,3,3.0,1.6,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP,'发展临空经济'从物流服务业态跳转到区域经济概念，语义偏移且粒度跳跃明显。,MOVE_SUBTREE
B_claude,P0168_L3_N90c2cae1,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>优化供应链管理>企业运营环境优化,2,2,2.0,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP,后两层从物流业态创新跳转到供应链管理再泛化为企业运营环境优化，主题发生漂移且粒度反而变粗。,MOVE_SUBTREE
B_claude,P0084_L4_Nb11795db,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>货运航线网络>构建国际航线网络>完善国际航空货运航线>开通贸易密切城市航线,4,3,3.55,2.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,'货运航线网络'→'构建国际航线网络'→'完善国际航空货运航线'三层语义高度重叠，层级过深但缺乏实质增量。,COMPRESS_CHAIN
C_gemini,P0015_L3_N55664f5d,战略规划与治理,5,ROOT>战略规划与治理>提升国际货运服务能力>航空货运枢纽建设>开展航空货运发展专项研究,4,5,4.45,4.45,,无明显问题,KEEP
C_gemini,P0014_L3_Ne78d3c45,战略规划与治理,5,ROOT>战略规划与治理>提升国际货运服务能力>航空货运枢纽建设>开展航空货运总体规划研究,5,5,5.0,5.0,,无明显问题,KEEP
C_gemini,P0019_L3_N55fb6992,战略规划与治理,4,ROOT>战略规划与治理>规划顶层设计>加强规划顶层设计,4,2,3.1,2.2,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L2与L3语义高度重复，缺乏实质性的行动细化。,COMPRESS_CHAIN
C_gemini,P0039_L4_N4b0d0e0c,基础设施与枢纽,6,ROOT>基础设施与枢纽>货运基础设施>提升航空货运枢纽集疏运能力>增强航空货运基础保障能力>优化空港口岸海关指定监管场地布局,3,3,3.0,2.2,PATH_SEMANTIC_DRIFT,L4（基础保障）与L3（集疏运）属于平行概念，存在包含关系错位,RENAME_NODE
C_gemini,P0038_L4_Nf737d76d,基础设施与枢纽,6,ROOT>基础设施与枢纽>货运基础设施>提升航空货运枢纽集疏运能力>增强航空货运基础保障能力>加强地面综合交通能力匹配,3,2,2.55,1.25,PATH_SEMANTIC_DRIFT;PATH_REDUNDANT_CHAIN,L4概念宽泛且偏离L3集疏运主题，L5实为L3的直接支撑措施，存在层级倒置与冗余。,COMPRESS_CHAIN
C_gemini,P0048_L3_Nbccd8d12,基础设施与枢纽,4,ROOT>基础设施与枢纽>货运基础设施>增加机场高峰小时容量,3,3,3.0,1.6,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP,L3节点偏向机场整体运行管理，放在货运基础设施下存在语义偏移与粒度跳跃。,MOVE_SUBTREE
C_gemini,P0046_L4_N3220a070,基础设施与枢纽,5,ROOT>基础设施与枢纽>货运基础设施>提升航空货运枢纽集疏运能力>着力打造内畅外联航线网络,3,4,3.45,2.65,PATH_SEMANTIC_DRIFT,L4的航线网络（空侧）不属于L3的集疏运能力（陆侧），存在语义偏差。,RENAME_NODE
C_gemini,P0042_L2_Nb80d9c6e_BR_fdd38b,基础设施与枢纽,5,ROOT>基础设施与枢纽>货运基础设施>提升航空货运枢纽集疏运能力>航线网络建设,4,5,4.45,4.45,,无明显问题,KEEP
C_gemini,P0027_L3_Nd571b089,基础设施与枢纽,5,ROOT>基础设施与枢纽>货运基础设施>提升货运设施保障能力>提升装备专业化水平,4,4,4.0,2.7,PATH_REDUNDANT_CHAIN;PATH_SEMANTIC_DRIFT,L2到L3语义增量较小，L3到L4存在从“设施”到“装备”的微小概念偏移。,RENAME_NODE
C_gemini,P0086_L4_Na37f8214,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>货运航线网络>构建国际航线网络>完善国际航空货运航线>引导国际货运航线布局与制造业需求对接,4,3,3.55,2.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L4与L5语义高度重复，导致层级冗余过深,COMPRESS_CHAIN
C_gemini,P0160_L4_Na8ba2f4a,市场主体与网络,7,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>丰富多式联运体系>多式联运网络建设>探索开展多式联运,3,2,2.55,1.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,路径层级过深且存在明显语义重复，底层节点粒度反弹变宽。,COMPRESS_CHAIN
C_gemini,P0158_L4_Na35280bb,市场主体与网络,7,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>丰富多式联运体系>多式联运网络建设>构建多式联运的物流网络,4,2,3.1,2.2,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L4至L6层级语义高度重复，缺乏实质性的粒度细化。,COMPRESS_CHAIN
C_gemini,P0071_L1_N70e79b29_BR_946648,市场主体与网络,5,ROOT>市场主体与网络>市场主体引育>主体引育专项>货运代理引育,4,2,3.1,2.6,PATH_REDUNDANT_CHAIN,L2与L3语义高度重复，导致路径冗余。,COMPRESS_CHAIN
C_gemini,P0117_L4_N9596affd,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>增强货运保障能力>货运通道与设施建设>积极推进机场各货运区规划建设,4,3,3.55,2.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L3与L4语义高度重复，导致路径层级冗余过深,COMPRESS_CHAIN
C_gemini,P0166_L4_Na5c9f759,市场主体与网络,7,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>优化供应链管理>引进航司提升运力>以运力发展带动航线布局,3,2,2.55,1.0,PATH_REDUNDANT_CHAIN;PATH_GRANULARITY_JUMP;PATH_SEMANTIC_DRIFT,路径存在层级冗余，且从供应链管理到引进航司存在明显的语义偏离和粒度跳跃。,MOVE_SUBTREE
C_gemini,P0075_L4_N2d19c279,市场主体与网络,5,ROOT>市场主体与网络>市场主体引育>主体引育专项>引育优质货运代理,5,3,4.1,3.6,PATH_REDUNDANT_CHAIN,L2与L3语义高度重复，缺乏实质性递进,COMPRESS_CHAIN
C_gemini,P0144_L4_N70a840eb,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>产业载体建设>逐步完善冷链物流产业>完善冷链物流监管体系,3,3,3.0,2.2,PATH_SEMANTIC_DRIFT,L3侧重产业载体建设，而L4转向冷链物流产业，存在局部主题偏移与错位。,MOVE_SUBTREE
C_gemini,P0130_L3_N2d02331f,市场主体与网络,5,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>鼓励市场主体加强货运能力建设,5,5,5.0,5.0,,无明显问题,KEEP
C_gemini,P0179_L3_N18ada171,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>发展临空经济>积极推进跨境电商发展,3,3,3.0,1.7,PATH_REDUNDANT_CHAIN;PATH_SEMANTIC_DRIFT,L2与L3语义存在冗余，且将跨境电商完全归属于临空经济存在逻辑局限。,COMPRESS_CHAIN
C_gemini,P0162_L2_Nd39445b0,市场主体与网络,5,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>大力开拓航空物流新兴业态,4,4,4.0,4.0,,无明显问题,KEEP
C_gemini,P0137_L3_N94978a33,市场主体与网络,5,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>提升客机腹舱运力,5,5,5.0,5.0,,无明显问题,KEEP
C_gemini,P0085_L4_N945a64d3,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>货运航线网络>构建国际航线网络>完善国际航空货运航线>加密货源丰富地区航线,4,3,3.55,2.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L4与L5语义高度重复，导致路径层级过深且缺乏实质递进,COMPRESS_CHAIN
C_gemini,P0100_L3_N9ecfe06c,市场主体与网络,5,ROOT>市场主体与网络>航空货运网络>货运航线网络>提升国际货运中转功能,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L2与L3节点语义高度相近，存在层级冗余,COMPRESS_CHAIN
C_gemini,P0123_L2_N13abaa5a_BR_9f83a3,市场主体与网络,6,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>增强货运保障能力>航空货运枢纽建设,4,3,3.55,2.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L3与L4语义高度重复，导致路径冗余且层级过深。,COMPRESS_CHAIN
C_gemini,P0089_L3_Nb0e7dd4f,市场主体与网络,6,ROOT>市场主体与网络>航空货运网络>货运航线网络>构建国际航线网络>加快数字基建建设,3,3,3.0,2.2,PATH_SEMANTIC_DRIFT,末端节点发生语义偏移，从航线网络构建跳转至数字基建。,MOVE_SUBTREE
C_gemini,P0120_L4_Ndfac356a,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>增强货运保障能力>货运通道与设施建设>规划配置货机位,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L3与L4语义相近，存在一定程度的层级冗余。,COMPRESS_CHAIN
C_gemini,P0153_L3_Na7c6a537,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>丰富多式联运体系>多式联运发展推进,4,2,3.1,2.2,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,路径末端节点语义高度重复，层级过深且缺乏实质性细化。,COMPRESS_CHAIN
C_gemini,P0111_L2_N9ef25cc0,市场主体与网络,5,ROOT>市场主体与网络>航空货运网络>航空货运能力提升>促进航空货量增长,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L3与L4均属于宏观发展目标，缺乏向具体行动的实质性细化，存在语义重叠。,COMPRESS_CHAIN
C_gemini,P0202_L3_N4b540045,通关与口岸效能,5,ROOT>通关与口岸效能>空港口岸优化>优化航空口岸服务功能与环境>加快大通关基地建设运营,5,5,5.0,5.0,,无明显问题,KEEP
C_gemini,P0201_L3_N53ff6178,通关与口岸效能,5,ROOT>通关与口岸效能>空港口岸优化>优化航空口岸服务功能与环境>提高口岸通关便利化水平,3,2,2.55,1.65,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L2与L3语义高度重合，且L4作为叶节点粒度过粗，偏向宏观目标而非具体行动。,COMPRESS_CHAIN
C_gemini,P0206_L4_N5edfd835,通关与口岸效能,5,ROOT>通关与口岸效能>空港口岸优化>优化航空口岸服务功能与环境>实行一站式通关作业模式,5,5,5.0,5.0,,无明显问题,KEEP
C_gemini,P0225_L4_Nea0a385e,智慧绿色转型,5,ROOT>智慧绿色转型>智慧货运高效管理>货运可视化>实现货物状态可视化,5,3,4.1,3.6,PATH_REDUNDANT_CHAIN,L3与L4节点语义高度重复，缺乏实质性的粒度递进,COMPRESS_CHAIN
C_gemini,P0220_L2_Nc8ab6162,智慧绿色转型,3,ROOT>智慧绿色转型>提高智慧韧性水平,5,3,4.1,3.7,PATH_UNDER_STRUCTURED,路径过短，仅停留在目标层面，缺少具体的行动措施支撑,INSERT_INTERMEDIATE_NODE
C_gemini,P0248_L4_Nd3a9b4af,区域协同与产业联动,5,ROOT>区域协同与产业联动>延伸产业丰富业态>延伸航空物流链条>与快递企业深度合作,5,5,5.0,5.0,,无明显问题,KEEP
C_gemini,P0245_L4_N5a060ef1,区域协同与产业联动,5,ROOT>区域协同与产业联动>大力发展航空经济>临空产业推进>加快临空产业园建设,5,5,5.0,5.0,,无明显问题,KEEP
C_gemini,P0235_L3_N792037db,区域协同与产业联动,4,ROOT>区域协同与产业联动>营造宜商宜业环境>优化简化货物安检流程,2,2,2.0,1.0,PATH_SEMANTIC_DRIFT;PATH_GRANULARITY_JUMP,路径主题发生偏移，且从宏观营商环境直接跳跃到具体安检流程，缺失中间层级。,INSERT_INTERMEDIATE_NODE
C_gemini,P0269_L4_N59784fee,资源与要素保障,5,ROOT>资源与要素保障>加大政策扶持力度>完善配套政策支持>强化双网双枢纽政策支持,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L2与L3语义高度重复，缺乏实质性的粒度递进,COMPRESS_CHAIN
C_gemini,P0270_L4_Nada24d28,资源与要素保障,5,ROOT>资源与要素保障>加大政策扶持力度>完善配套政策支持>强化促进两个枢纽发展政策支持,4,2,3.1,2.2,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L2与L3语义高度重复，缺乏实质性粒度递进，导致路径冗余。,COMPRESS_CHAIN
C_gemini,P0266_L3_N9815851a,资源与要素保障,4,ROOT>资源与要素保障>聚集航空物流资源要素>大力培育适航产业,3,4,3.45,2.65,PATH_SEMANTIC_DRIFT,“大力培育适航产业”属于产业发展范畴，放在“资源与要素保障”下存在语义偏移。,MOVE_SUBTREE
C_gemini,P0074_L1_N70e79b29_BR_710c1d_BR_aff596,市场主体与网络,5,ROOT>市场主体与网络>市场主体引育>主体引育专项>企业引育,4,2,3.1,2.2,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,L2至L4节点语义高度重复，层级过深且缺乏实质性细化。,COMPRESS_CHAIN
C_gemini,P0070_L2_Naaad89dc,市场主体与网络,5,ROOT>市场主体与网络>市场主体引育>主体引育专项>引入关键市场主体,4,2,3.1,2.6,PATH_REDUNDANT_CHAIN,L2与L3语义高度重复，缺乏实质性递进,COMPRESS_CHAIN
C_gemini,P0013_L3_Nb28e82d6,战略规划与治理,5,ROOT>战略规划与治理>提升国际货运服务能力>航空货运枢纽建设>整合盘活低效闲置土地资源强化对航空货运枢纽建设项目用地支持,3,4,3.45,2.65,PATH_SEMANTIC_DRIFT,L2节点偏离了L1的治理主题，更偏向物流与基础设施建设。,MOVE_SUBTREE
C_gemini,P0159_L4_N3ac13c17,市场主体与网络,7,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>丰富多式联运体系>多式联运网络建设>探索异地货站模式,4,2,3.1,2.2,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,路径存在多处语义重复的层级，导致层级过深且缺乏实质递进。,COMPRESS_CHAIN
C_gemini,P0195_L4_N9273a814,通关与口岸效能,5,ROOT>通关与口岸效能>空港口岸优化>提升航空口岸便利化水平>建立三关合一创新监管模式,5,5,5.0,5.0,,无明显问题,KEEP
C_gemini,P0050_L3_Nbf6e7bf3,基础设施与枢纽,4,ROOT>基础设施与枢纽>货运基础设施>完善货运航线网络,5,5,5.0,5.0,,无明显问题,KEEP
C_gemini,P0037_L3_N06f95f57,基础设施与枢纽,5,ROOT>基础设施与枢纽>货运基础设施>提升航空货运枢纽集疏运能力>推进航空客货枢纽建设,2,2,2.0,1.2,PATH_SEMANTIC_DRIFT,L4节点粒度比L3更宏观且引入客运内容，导致语义漂移和粒度倒置。,RENAME_NODE
C_gemini,P0186_L4_N8bd3a8a5,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>发展临空经济>加快中转硬件设施配套,4,3,3.55,3.05,PATH_REDUNDANT_CHAIN,L2与L3语义存在重叠，层级略显冗余,COMPRESS_CHAIN
C_gemini,P0084_L4_Nb11795db,市场主体与网络,7,ROOT>市场主体与网络>航空货运网络>货运航线网络>构建国际航线网络>完善国际航空货运航线>开通贸易密切城市航线,4,2,3.1,2.2,PATH_REDUNDANT_CHAIN;PATH_OVER_DEEP,路径层级过深，L4与L5语义高度重复，缺乏实质性粒度递进。,COMPRESS_CHAIN
C_gemini,P0224_L4_Ne55e384d,智慧绿色转型,5,ROOT>智慧绿色转型>智慧货运高效管理>单据电子化建设>统筹单据电子化与标准化建设,5,4,4.55,4.05,PATH_REDUNDANT_CHAIN,L3与L4语义较为重复，粒度下钻不够明显,COMPRESS_CHAIN
C_gemini,P0255_L4_N32b417e2,区域协同与产业联动,5,ROOT>区域协同与产业联动>延伸产业丰富业态>交易中心建设>打造生鲜交易中心,5,5,5.0,5.0,,无明显问题,KEEP
C_gemini,P0168_L3_N90c2cae1,市场主体与网络,6,ROOT>市场主体与网络>载体与物流创新>物流服务与业态创新>优化供应链管理>企业运营环境优化,2,2,2.0,1.0,PATH_SEMANTIC_DRIFT;PATH_REDUNDANT_CHAIN,L2与L3语义重复，且末端L5节点出现粒度倒挂与语义偏移。,MOVE_SUBTREE
