model_name,sample_id,node_id,node_label,level,depth,l1_label,high_risk,vertical_coherence,horizontal_coherence,label_quality,node_score_raw,node_score_adjusted,flags,issue_summary,suggested_fix_type
A_kimi,N0188_L2_N08a346fe,L2_N08a346fe,构建国际航线网络,L4,4,市场主体与网络,True,3,2,3,2.65,1.45,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;SEMANTIC_DRIFT_CHILD,兄弟节点存在大量语义重复，且子节点中出现明显语义漂移（数字基建）。,MERGE_WITH_SIBLING
A_kimi,N0189_L3_N33c0e278,L3_N33c0e278,引进培育总部型货代企业,L5,5,市场主体与网络,True,4,2,4,3.3,2.6,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,兄弟节点存在严重语义重复，多个节点均涉及'龙头企业'培育引进，分类逻辑混乱,MERGE_WITH_SIBLING
A_kimi,N0190_L3_N74ff71bd,L3_N74ff71bd,强化行业资源供给,L4,4,市场主体与网络,True,2,2,3,2.25,1.55,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,当前节点与父节点'货运航线网络'主题严重偏离，'行业资源供给'过于宽泛，与兄弟节点的航线网络具体措施不在同一维度。,MOVE_TO_OTHER_PARENT
A_kimi,N0191_L3_Nc3e4e468,L3_Nc3e4e468,推进临空经济发展,L5,5,市场主体与网络,True,1,2,3,1.85,1.0,PARENT_CHILD_IDENTICAL;SIBLING_SEMANTIC_DUPLICATE;LOW_ABSTRACTION_PARENT,当前节点与父节点标签几乎完全相同，且与兄弟节点L3_N27ba78e2完全重复，存在严重的父子同义及兄弟重复问题。,MERGE_WITH_SIBLING
A_kimi,N0192_L4_Ne0f95b19,L4_Ne0f95b19,推进航空敏感货物运输业务,L4,4,市场主体与网络,True,3,2,4,2.9,1.7,SEMANTIC_DRIFT_CHILD;SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,当前节点聚焦'敏感货物运输业务'，与父节点'货运航线网络'的航线网络主题存在语义偏移，且兄弟节点中存在'敏感货物运输'高度重复项，兄弟节点抽象层级混杂严重。,MERGE_WITH_SIBLING
A_kimi,N0193_L1_N70e79b29_BR_167030,L1_N70e79b29_BR_167030,物流服务与业态创新,L3,3,市场主体与网络,True,3,4,4,3.6,2.9,MIXED_ABSTRACTION_SIBLINGS;UNBALANCED_BRANCHING,子节点抽象层级混杂，包含具体措施与宏观方向，且子节点数量过多（10个），部分子节点重复（制造业融合促进出现3次变体）,SPLIT_NODE
A_kimi,N0194_L3_Nb328f7fc,L3_Nb328f7fc,货运通道与设施建设,L5,5,市场主体与网络,True,4,2,4,3.3,2.6,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""加快实施货运通道建设""高度重复，且兄弟节点抽象层级混杂",MERGE_WITH_SIBLING
A_kimi,N0195_L3_N7c0dd099,L3_N7c0dd099,强化货运枢纽地位,L4,4,基础设施与枢纽,True,2,2,3,2.25,1.05,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;LOW_ABSTRACTION_PARENT,"当前节点与兄弟节点""推进客货枢纽建设""""推进航空客货枢纽建设""高度重复，且父节点本身已是具体措施，无法有效概括子节点集合",MERGE_WITH_SIBLING
A_kimi,N0196_L4_N2720f054,L4_N2720f054,补齐机场设施短板,L6,6,市场主体与网络,True,2,2,3,2.25,1.05,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS;LOW_ABSTRACTION_PARENT,当前节点为问题导向表述，与兄弟节点的具体建设内容并列不当，且父节点已较具体，无法涵盖问题导向的'补短板'语义。,MOVE_TO_OTHER_PARENT
A_kimi,N0197_L3_N18ada171,L3_N18ada171,积极推进跨境电商发展,L5,5,市场主体与网络,True,4,3,4,3.65,3.15,SIBLING_SEMANTIC_DUPLICATE,"与兄弟节点""推进跨境电商产业园区建设""""推动跨境电商企业数字化转型""""推进跨境电商园区建设""存在主题高度重叠，分类边界不清",MERGE_WITH_SIBLING
A_kimi,N0198_L3_Nd290d812,L3_Nd290d812,探索开展多式联运,L5,5,市场主体与网络,True,2,2,3,2.25,1.05,SIBLING_SEMANTIC_DUPLICATE;LOW_ABSTRACTION_PARENT;MIXED_ABSTRACTION_SIBLINGS,当前节点与父节点及兄弟节点存在严重语义重复，父节点'丰富多式联运体系'本身已是具体行动，无法作为抽象概括层。,MERGE_WITH_SIBLING
A_kimi,N0199_L4_N255c1775,L4_N255c1775,推进客货枢纽建设,L4,4,基础设施与枢纽,True,2,2,3,2.25,1.25,SIBLING_SEMANTIC_DUPLICATE;SEMANTIC_DRIFT_CHILD,与兄弟节点'推进航空客货枢纽建设'高度重复，且父节点聚焦'货运'而当前节点含'客货'，存在语义漂移,MERGE_WITH_SIBLING
A_kimi,N0200_L4_Nf737d76d,L4_Nf737d76d,加强地面综合交通能力匹配,L5,5,基础设施与枢纽,True,4,4,4,4.0,4.0,,无明显问题,KEEP
A_kimi,N0201_L4_N0e93e380,L4_N0e93e380,加强同制造业融合发展,L4,4,市场主体与网络,True,4,2,3,3.05,2.35,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,兄弟节点中存在3个高度重复的'制造业融合'相关节点，语义严重重叠且抽象层级混杂,MERGE_WITH_SIBLING
A_kimi,N0202_L2_Nc3c2ff15_BR_81365c,L2_Nc3c2ff15_BR_81365c,多式联运网络建设,L5,5,市场主体与网络,True,3,2,4,2.9,2.2,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""多式联运发展推进""""探索开展多式联运""高度重复，且兄弟节点抽象层级混杂",MERGE_WITH_SIBLING
A_kimi,N0203_L3_Nb2d030f0,L3_Nb2d030f0,培育物流龙头企业,L5,5,市场主体与网络,True,4,2,4,3.3,2.6,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,与多个兄弟节点存在严重语义重复，兄弟集分类逻辑混乱,MERGE_WITH_SIBLING
A_kimi,N0204_L3_N22d9d7b1,L3_N22d9d7b1,提升口岸通关效率,L5,5,市场主体与网络,True,4,3,5,3.9,3.7,MIXED_ABSTRACTION_SIBLINGS,"兄弟节点抽象层级混杂，""物流园区建设""与""推进保税物流园区建设""存在包含关系，""提升口岸通关效率""与""优化简化安检流程""粒度不均",MERGE_WITH_SIBLING
A_kimi,N0205_L2_Nf64b0b03,L2_Nf64b0b03,提高物流服务保障效率,L4,4,市场主体与网络,True,4,3,4,3.65,2.95,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,兄弟节点存在明显重复（制造业融合促进出现3次变体），且兄弟粒度混杂（业态创新、能力建设、效率提升并列）。,MERGE_WITH_SIBLING
A_kimi,N0206_L4_Nf47f4823,L4_Nf47f4823,推动供应链金融快速发展,L5,5,市场主体与网络,True,4,2,4,3.3,2.6,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""供应链金融支持""高度重复，且兄弟节点抽象层级混杂",MERGE_WITH_SIBLING
A_kimi,N0207_L4_N3ac13c17,L4_N3ac13c17,探索异地货站模式,L6,6,市场主体与网络,True,4,3,4,3.65,3.15,SIBLING_SEMANTIC_DUPLICATE,"与兄弟节点""探索开展多式联运""存在语义重叠，且""构建多式联运的物流网络""与""构建高效的航空物流地面集散体系""边界不清。",MERGE_WITH_SIBLING
A_kimi,N0208_L3_N60c3ab56,L3_N60c3ab56,构建大物流多式联运体系,L3,4,基础设施与枢纽,True,2,2,3,2.25,1.0,PARENT_CHILD_IDENTICAL;SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,父子标签几乎同义重复，兄弟节点层级混乱且与电商主题混杂,MERGE_WITH_SIBLING
A_kimi,N0209_L3_Nc594b785,L3_Nc594b785,拓展航空货运细分领域,L4,4,市场主体与网络,True,2,3,3,2.6,1.9,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,当前节点与父节点'货运航线网络'语义偏离，'细分领域'指业务类型而非航线网络，与兄弟节点的航线网络主题不一致。,MOVE_TO_OTHER_PARENT
A_kimi,N0210_L3_N3ab0a1a9,L3_N3ab0a1a9,加快基础设施建设,L3,3,资源与要素保障,True,4,1,4,2.95,2.45,SIBLING_SEMANTIC_DUPLICATE,与兄弟节点L3_N07990008标签完全相同，属于重复节点,MERGE_WITH_SIBLING
A_kimi,N0211_L3_N9ecfe06c,L3_N9ecfe06c,提升国际货运中转功能,L4,4,市场主体与网络,True,4,2,4,3.3,2.1,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;UNBALANCED_BRANCHING,兄弟节点存在大量语义重复，抽象层级混杂，父节点子节点过多导致结构失衡,MERGE_WITH_SIBLING
A_kimi,N0212_L3_N571de1aa,L3_N571de1aa,招引与合作货运航司,L4,4,市场主体与网络,True,3,2,3,2.65,1.95,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""货运航空合作""""加强与货运航空公司合作""高度重复，且兄弟节点抽象层级混杂",MERGE_WITH_SIBLING
A_kimi,N0213_L3_N14530829,L3_N14530829,增强机场集疏运能力,L4,4,基础设施与枢纽,True,4,2,4,3.3,2.1,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;UNBALANCED_BRANCHING,兄弟节点存在严重语义重复和层级混乱，父节点子节点过多且抽象层级混杂,MERGE_WITH_SIBLING
A_kimi,N0214_L3_N8f8e91cf,L3_N8f8e91cf,提升货源与运力组织能力,L5,5,市场主体与网络,True,2,2,3,2.25,1.05,SEMANTIC_DRIFT_CHILD;SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,当前节点将'运力'纳入，与父节点'货源组织能力'主题明显偏离，且与兄弟'提升运力供给水平'重复，兄弟节点抽象层级混杂。,RENAME
A_kimi,N0215_L2_N0e93e380_BR_1a4623,L2_N0e93e380_BR_1a4623,融合促进措施,L4,4,市场主体与网络,True,2,2,3,2.25,1.05,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;SEMANTIC_DRIFT_CHILD,与多个兄弟节点高度重复且抽象层级混乱，'融合促进措施'作为措施类表述与'制造业融合促进'等实体类节点并列不当,MERGE_WITH_SIBLING
A_kimi,N0216_L1_N70e79b29_BR_ab4348,L1_N70e79b29_BR_ab4348,市场主体培育,L4,4,市场主体与网络,True,4,2,4,3.3,2.6,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""积极培育多元经营主体""""培育关键市场主体""高度语义重复，三者均表达市场主体培育，分类逻辑混乱",MERGE_WITH_SIBLING
A_kimi,N0217_L2_N2f32c229,L2_N2f32c229,增强航空物流服务能力,L4,4,市场主体与网络,True,4,3,4,3.65,2.95,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,兄弟节点存在明显重复（制造业融合促进出现3次）且抽象层级混杂,MERGE_WITH_SIBLING
A_kimi,N0218_L2_N640a2992_BR_500031,L2_N640a2992_BR_500031,运营环境优化,L5,5,市场主体与网络,True,2,2,3,2.25,1.05,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;SEMANTIC_DRIFT_CHILD,"与兄弟节点""企业运营环境优化""高度重复，且与父节点""优化供应链管理""语义关联弱，存在明显语义漂移",MERGE_WITH_SIBLING
A_kimi,N0219_L4_N1b595109,L4_N1b595109,加快引进快递企业航司,L6,6,市场主体与网络,True,4,2,4,3.3,2.6,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""加快引进货运航司""""引进货运航司""高度重复，且兄弟节点抽象层级混杂（含具体措施与结果导向表述）。",MERGE_WITH_SIBLING
A_kimi,N0220_L4_N90c2cae1,L4_N90c2cae1,优化企业运营软环境,L5,5,市场主体与网络,True,2,2,3,2.25,1.05,SEMANTIC_DRIFT_CHILD;SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,当前节点与父节点'优化供应链管理'语义偏离，且与兄弟节点'企业运营环境优化''运营环境优化'高度重复，兄弟节点抽象层级混杂。,MERGE_WITH_SIBLING
A_kimi,N0221_L3_N77a3b68b,L3_N77a3b68b,推进集疏运体系建设,L3,3,资源与要素保障,True,4,2,4,3.3,2.8,SIBLING_SEMANTIC_DUPLICATE,与兄弟节点L3_N133b0ed2标签完全相同，存在完全重复,MERGE_WITH_SIBLING
A_kimi,N0222_L4_Nc38e3e2b,L4_Nc38e3e2b,加快补齐核心资源短板,L4,4,基础设施与枢纽,True,2,2,3,2.25,1.05,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS;LOW_ABSTRACTION_PARENT,当前节点语义与父节点'集疏运能力'主题严重偏离，且兄弟节点抽象层级混杂、存在大量重复。,MOVE_TO_OTHER_PARENT
A_kimi,N0223_L3_N4c90cbd7,L3_N4c90cbd7,完善国际航空货运航线,L5,5,市场主体与网络,True,4,2,4,3.3,2.6,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,与兄弟节点L3_Nf3b017a0'完善国际货运航线'高度重复，且兄弟节点抽象层级混杂（含数字基建、货运拓展等不相关主题）,MERGE_WITH_SIBLING
A_kimi,N0224_L4_Nc2b9cf21,L4_Nc2b9cf21,完善冷链物流信用体系,L5,5,市场主体与网络,True,4,4,5,4.25,4.25,,无明显问题,KEEP
A_kimi,N0225_L2_N9ef25cc0,L2_N9ef25cc0,促进航空货量增长,L4,4,市场主体与网络,True,2,2,3,2.25,1.05,SEMANTIC_DRIFT_CHILD;SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,当前节点为结果目标而非能力措施，与父节点'航空货运能力提升'语义层级倒置，且与兄弟节点'增加全货机运力''提升货源组织能力'等具体措施混杂，抽象层级严重不一致。,MOVE_TO_OTHER_PARENT
A_kimi,N0226_L2_Nc3c2ff15,L2_Nc3c2ff15,丰富多式联运体系,L4,4,市场主体与网络,True,4,3,4,3.65,2.95,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,兄弟节点存在多处重复：'制造业融合促进'出现3次（L2_N0e93e380、L3_N0e93e380、L4_N0e93e380），且兄弟节点抽象层级混杂（L2/L3/L4混排）。,MERGE_WITH_SIBLING
A_kimi,N0227_L2_Ne4cef915,L2_Ne4cef915,增加全货机运力,L4,4,市场主体与网络,True,4,2,4,3.3,2.1,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;UNBALANCED_BRANCHING,兄弟节点存在严重语义重复和层级混杂，父节点子节点过多且抽象层级不一致,MERGE_WITH_SIBLING
A_kimi,N0228_L2_N27ba78e2_BR_3c6003,L2_N27ba78e2_BR_3c6003,航空货运招商,L5,5,市场主体与网络,True,4,3,4,3.65,3.15,SIBLING_SEMANTIC_DUPLICATE,"与兄弟节点""加强国内外航空货运招商工作""高度重复，应合并",MERGE_WITH_SIBLING
A_kimi,N0229_L4_N61514be4,L4_N61514be4,持续发力全货运包机业务,L4,4,市场主体与网络,True,3,2,3,2.65,1.95,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""全货运包机基地建设""高度重复，且兄弟节点抽象层级混杂，存在多个同义或近义节点。",MERGE_WITH_SIBLING
A_kimi,N0230_L3_Nb28e82d6,L3_Nb28e82d6,整合盘活低效闲置土地资源强化对航空货运枢纽建设项目用地支持,L4,4,战略规划与治理,True,4,3,2,3.15,2.75,LABEL_TOO_LONG;MIXED_ABSTRACTION_SIBLINGS,标签冗长达29字含多个并列动作，与兄弟节点粒度、类型不一致,RENAME
A_kimi,N0231_L2_N69b20189_BR_05fd1b,L2_N69b20189_BR_05fd1b,货运航空合作,L4,4,市场主体与网络,True,3,2,3,2.65,1.95,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""加强与货运航空公司合作""高度重复，且兄弟节点抽象层级混杂",MERGE_WITH_SIBLING
A_kimi,N0232_L4_N945a64d3,L4_N945a64d3,加密货源丰富地区航线,L6,6,市场主体与网络,True,4,3,4,3.65,3.15,SIBLING_SEMANTIC_DUPLICATE,"与兄弟节点""引导国际货运航线布局与制造业需求对接""存在语义重叠，均涉及货源/需求导向的航线规划",MERGE_WITH_SIBLING
A_kimi,N0233_L4_Nef2378d9,L4_Nef2378d9,丰富空港口岸资质类型,L5,5,基础设施与枢纽,True,3,4,4,3.6,3.1,SEMANTIC_DRIFT_CHILD,当前节点聚焦'口岸资质'，与父节点'航空货运基础保障能力'存在语义偏移，资质审批属于制度层面而非基础保障设施。,MOVE_TO_OTHER_PARENT
A_kimi,N0234_L4_N94978a33,L4_N94978a33,提升客机腹舱货邮量,L4,4,市场主体与网络,True,4,3,4,3.65,3.15,SIBLING_SEMANTIC_DUPLICATE,"与兄弟节点""提升客机腹舱运力""语义高度重复，应合并",MERGE_WITH_SIBLING
A_kimi,N0235_L4_N219c5452,L4_N219c5452,成立货运机场联盟,L4,4,市场主体与网络,True,4,3,4,3.65,2.95,MIXED_ABSTRACTION_SIBLINGS;UNBALANCED_BRANCHING,兄弟节点数量过多(17个)且抽象层级混杂，既有具体措施也有概括性表述,COMPRESS_PARENT_CHILD
A_kimi,N0236_L4_Nc0927f0b,L4_Nc0927f0b,货运基础设施规划建设,L6,6,市场主体与网络,True,2,2,3,2.25,1.05,LOW_ABSTRACTION_PARENT;MIXED_ABSTRACTION_SIBLINGS;SIBLING_SEMANTIC_DUPLICATE,当前节点与父节点'货运通道与设施建设'高度同义重复，且兄弟节点均为具体设施配置，形成抽象层级混杂。,MERGE_WITH_SIBLING
A_kimi,N0237_L3_Nbccd8d12,L3_Nbccd8d12,增加机场高峰小时容量,L3,3,基础设施与枢纽,True,2,3,4,2.85,2.15,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,当前节点与父节点'货运基础设施'语义偏离，高峰小时容量属运行效率/空管范畴，非货运基础设施；兄弟节点层级混杂（含L2/L3混合）。,MOVE_TO_OTHER_PARENT
A_kimi,N0238_L2_N640a2992_BR_258f1f,L2_N640a2992_BR_258f1f,供应链平台建设,L5,5,市场主体与网络,True,4,2,4,3.3,2.6,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""建立供应链服务平台""高度重复，且兄弟节点存在明显语义交叉和抽象层级混杂",MERGE_WITH_SIBLING
A_kimi,N0239_L2_N8228268e,L2_N8228268e,提升货运设施保障能力,L3,3,基础设施与枢纽,True,3,2,3,2.65,1.45,MIXED_ABSTRACTION_SIBLINGS;SIBLING_SEMANTIC_DUPLICATE;LOW_ABSTRACTION_PARENT,"兄弟节点层级混杂（L2/L3混排），与""完善机场货运基础设施""高度重复，父节点抽象度不足。",MERGE_WITH_SIBLING
A_kimi,N0240_L4_N3220a070,L4_N3220a070,着力打造内畅外联航线网络,L4,4,基础设施与枢纽,True,3,2,3,2.65,1.45,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;UNBALANCED_BRANCHING,与兄弟节点'航线网络建设''优化客货运航线网络'高度重复，且兄弟节点抽象层级混杂、数量过多,MERGE_WITH_SIBLING
A_kimi,N0241_L2_N69b20189,L2_N69b20189,鼓励新设立基地货运航空公司,L4,4,市场主体与网络,True,4,2,4,3.3,2.1,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;UNBALANCED_BRANCHING,"兄弟节点存在严重语义重复和抽象层级混杂，与""招引与合作货运航司""""全货运包机基地建设""等高度重叠",MERGE_WITH_SIBLING
A_kimi,N0242_L3_N82cdf37d,L3_N82cdf37d,做大空空中转业务,L5,5,市场主体与网络,True,4,3,4,3.65,3.15,SIBLING_SEMANTIC_DUPLICATE,"与兄弟节点""发展航空中转集拼业务""存在语义高度重叠，应合并",MERGE_WITH_SIBLING
A_kimi,N0243_L2_N08a346fe_BR_7db842,L2_N08a346fe_BR_7db842,国际货运拓展,L5,5,市场主体与网络,True,2,2,3,2.25,1.05,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;LOW_ABSTRACTION_PARENT,"与兄弟节点""完善国际航空货运航线""""完善国际货运航线""""做大跨境电商和国际航空货运规模""高度重复，且父节点已具体为""构建国际航线网络""，当前节点作为""拓展""动作与航线建设类兄弟并列逻辑混乱。",MERGE_WITH_SIBLING
A_kimi,N0244_L3_N27ba78e2,L3_N27ba78e2,推进临空经济发展,L5,5,市场主体与网络,True,1,2,3,1.85,1.0,PARENT_CHILD_IDENTICAL;SIBLING_SEMANTIC_DUPLICATE,当前节点与父节点标签几乎完全相同，且与兄弟节点L3_Nc3e4e468完全重复，属于严重的同义冗余,MERGE_WITH_SIBLING
A_kimi,N0245_L2_N0e93e380,L2_N0e93e380,制造业融合促进,L4,4,市场主体与网络,True,2,1,3,1.9,1.0,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;UNBALANCED_BRANCHING,与多个兄弟节点（L3_N0e93e380、L2_N0e93e380_BR_1a4623、L4_N0e93e380）高度重复，且兄弟集规模过大（9个），抽象层级混杂,MERGE_WITH_SIBLING
A_kimi,N0246_L3_N4da94e7a,L3_N4da94e7a,拓展货源组织,L5,5,市场主体与网络,True,3,2,3,2.65,1.95,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""货源拓展""高度重复，且兄弟节点抽象层级混杂",MERGE_WITH_SIBLING
A_kimi,N0247_L3_N0f65b0c3,L3_N0f65b0c3,丰富货运参与主体,L5,5,市场主体与网络,True,2,2,3,2.25,1.55,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,当前节点与父节点'丰富多式联运体系'语义偏离，兄弟节点均为运输方式/网络/功能类，而本节点为市场主体类，抽象层级与分类逻辑均不一致。,MOVE_TO_OTHER_PARENT
A_kimi,N0248_L2_Nd0b47c6e,L2_Nd0b47c6e,构建全球国际航线网络,L4,4,市场主体与网络,True,4,2,3,3.05,2.35,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,与多个兄弟节点高度语义重复，且兄弟节点抽象层级混杂,MERGE_WITH_SIBLING
A_kimi,N0249_L3_Nca0d54be,L3_Nca0d54be,引入培育龙头企业,L5,5,市场主体与网络,True,3,2,3,2.65,1.95,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,与多个兄弟节点高度重复，且兄弟节点间抽象层级混杂,MERGE_WITH_SIBLING
A_kimi,N0250_L1_N70e79b29_BR_2ba091,L1_N70e79b29_BR_2ba091,航空货运能力提升,L3,3,市场主体与网络,True,3,4,4,3.6,2.9,MIXED_ABSTRACTION_SIBLINGS;UNBALANCED_BRANCHING,子节点抽象层级严重混杂，包含具体措施、目标结果和中间层级概念，且子节点数量过多（17个），结构失衡。,SPLIT_NODE
A_kimi,N0251_L1_N70e79b29_BR_946648_BR_1416e5,L1_N70e79b29_BR_946648_BR_1416e5,货运代理引育,L4,4,市场主体与网络,True,2,2,4,2.5,1.0,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;PARENT_CHILD_IDENTICAL,当前节点与兄弟节点L1_N70e79b29_BR_946648标签完全相同，存在严重重复；兄弟节点抽象层级混杂，既有动作型（引育）又有主体型（集聚优质市场主体）。,MERGE_WITH_SIBLING
A_kimi,N0252_L2_N0109e16a_BR_448437,L2_N0109e16a_BR_448437,通关便利化,L4,4,通关与口岸效能,True,3,2,4,2.9,2.2,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,与兄弟节点'提高口岸通关便利化水平'高度重复，且兄弟节点抽象层级混杂（既有功能类也有措施类）,MERGE_WITH_SIBLING
A_kimi,N0253_L3_N5c977f92,L3_N5c977f92,引育货运基地航空公司,L3,3,基础设施与枢纽,True,2,3,4,2.85,2.15,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS,当前节点与父节点'货运基础设施'语义明显偏离，航空公司引育属于运营主体培育而非基础设施范畴,MOVE_TO_OTHER_PARENT
A_kimi,N0254_L4_N6bfccf65,L4_N6bfccf65,规划配置空侧道路和配套办公设施,L6,6,市场主体与网络,True,4,3,3,3.4,3.0,MIXED_ABSTRACTION_SIBLINGS;LABEL_TOO_LONG,标签包含两个不同性质要素（空侧道路+办公设施），与兄弟节点'规划配置陆侧道路'、'规划配置货机位'等单一设施类型并列时粒度不一致，且'配套办公设施'与父节点'货运通道与设施建设'主题关联较弱。,SPLIT_NODE
A_kimi,N0255_L2_N13abaa5a_BR_9f83a3,L2_N13abaa5a_BR_9f83a3,航空货运枢纽建设,L5,5,市场主体与网络,True,4,2,4,3.3,2.6,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,兄弟节点存在严重语义重复和层级混杂，'货运通道与设施建设'与当前节点高度重叠，'提升国际货运中转功能'与'提升国际航空货运中转与响应能力'重复,MERGE_WITH_SIBLING
A_kimi,N0256_L4_N30b235c2,L4_N30b235c2,推动机场功能定位差异化发展,L4,4,基础设施与枢纽,True,2,2,4,2.5,1.3,SEMANTIC_DRIFT_CHILD;MIXED_ABSTRACTION_SIBLINGS;SIBLING_SEMANTIC_DUPLICATE,当前节点与父节点'提升航空货运枢纽集疏运能力'语义偏离，且兄弟节点存在大量重复与层级混乱,MOVE_TO_OTHER_PARENT
A_kimi,N0257_L1_N70e79b29_BR_946648,L1_N70e79b29_BR_946648,货运代理引育,L4,4,市场主体与网络,True,4,2,4,3.3,2.6,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS,"与兄弟节点""引育优质货运代理""完全重复，且兄弟节点抽象层级混杂",MERGE_WITH_SIBLING
A_kimi,N0258_L2_N13abaa5a,L2_N13abaa5a,增强货运保障能力,L4,4,市场主体与网络,True,3,2,3,2.65,1.45,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;UNBALANCED_BRANCHING,兄弟节点过多且语义高度重叠，当前节点与多个兄弟（如'运力提升措施''货运航空合作'等）边界模糊，抽象层级混杂。,MERGE_WITH_SIBLING
A_kimi,N0259_L3_N2d02331f,L3_N2d02331f,鼓励市场主体加强货运能力建设,L4,4,市场主体与网络,True,2,2,3,2.25,1.05,SIBLING_SEMANTIC_DUPLICATE;MIXED_ABSTRACTION_SIBLINGS;LOW_ABSTRACTION_PARENT,当前节点与多个兄弟节点高度重复，且父节点'航空货运能力提升'已足够具体，无需再设'鼓励市场主体加强货运能力建设'这一泛化节点。,MERGE_WITH_SIBLING
A_kimi,N0260_L4_Na35280bb,L4_Na35280bb,构建多式联运的物流网络,L6,6,市场主体与网络,True,2,2,3,2.25,1.0,PARENT_CHILD_IDENTICAL;SIBLING_SEMANTIC_DUPLICATE,当前节点与父节点'多式联运网络建设'语义高度重复，且与兄弟节点'探索开展多式联运'、'构建高效的航空物流地面集散体系'存在概念重叠和粒度混杂,MERGE_WITH_SIBLING
