t5_node_id,unit_text,source_snippet,anchor_parent_id,source_doc_id,source_block_range,parent_title_text
T5_DF0459_00039_06,建设航空物流公共服务平台,建立开放的客户导向的航空物流公共服务平台，为航司、机场、货代、货主以及海关等部门提供全过程一体化信息服务,DF0459_00038_01,DF0459,39-39,4.推进智慧物流建设。
T5_DF0459_00039_07,推进AI智能审图应用,具备条件的机场加快AI技术应用，逐步实现智能审图替代人工审图，提升安检、通关效率,DF0459_00038_01,DF0459,39-39,4.推进智慧物流建设。
T5_DF0542_00011_01,新建机场货站工程,加快推进杭州机场东区国际货站新建工程、嘉兴机场新建工程、义乌机场新货站工程,DF0542_00010_01,DF0542,11-11,（一）加快基础设施建设。
T5_DF0542_00011_02,建设航空冷链设施,加快杭州、宁波机场冷链物流设施建设，打造长三角重要航空冷链基地,DF0542_00010_01,DF0542,11-11,（一）加快基础设施建设。
T5_DF0542_00011_03,扩容升级国际货站,加快宁波、温州机场国际货站扩容升级,DF0542_00010_01,DF0542,11-11,（一）加快基础设施建设。
T5_DF0542_00011_04,优化货运区域布局,扩大各口岸机场货运区域进深尺度，合理区分全货机和客机腹舱带货区,DF0542_00010_01,DF0542,11-11,（一）加快基础设施建设。
T5_DF0542_00013_01,推进高速路网建设,加快推进杭绍甬高速公路杭州至绍兴段、杭州中环、甬金高速公路改扩建、甬台温高速公路改扩建、320国道嘉兴建陶市场至濮院港段改建等工程,DF0542_00012_01,DF0542,13-13,（二）推进集疏运体系建设。
T5_DF0542_00013_02,谋划机场联络通道,统筹谋划杭州机场东侧联络线、萧山保税大道南延、228国道宁波海曙段等项目，构建机场外部快速集散通道,DF0542_00012_01,DF0542,13-13,（二）推进集疏运体系建设。
T5_DF0542_00013_03,完善机场内部道路,加快推进杭州机场东西下穿通道、宁波机场空港大道、温州机场东西下穿通道等机场内部道路建设进度,DF0542_00012_01,DF0542,13-13,（二）推进集疏运体系建设。
T5_DF0542_00013_04,构建货运专用路网,形成“进离场主通道+货运区专用道路”机场内部中转系统,DF0542_00012_01,DF0542,13-13,（二）推进集疏运体系建设。
T5_DF0542_00013_05,推动铁路货运专线,谋划推进杭州机场铁路货运专线等铁路项目建设,DF0542_00012_01,DF0542,13-13,（二）推进集疏运体系建设。
T5_DF0542_00013_06,实现三网融合,实现铁路、公路和机场集疏运“三网融合”,DF0542_00012_01,DF0542,13-13,（二）推进集疏运体系建设。
T5_DF0542_00015_01,建设国际货运通道,加快国际航空货运通道建设,DF0542_00014_01,DF0542,15-15,（三）提升设施装备供给水平。
T5_DF0542_00015_02,建设邮快跨收运通道,"重点推进杭州、宁波、温州机场国际“邮快跨""收运通道建设",DF0542_00014_01,DF0542,15-15,（三）提升设施装备供给水平。
T5_DF0542_00015_03,建设中转专用设施,稳步推进杭州机场国际转运、空空联运等中转业务专用场地及设施建设,DF0542_00014_01,DF0542,15-15,（三）提升设施装备供给水平。
T5_DF0542_00015_04,配备专业卸装分拣设备,各机场按需配备升降作业平台车、全自动分拣平台等专业卸装分拣设备,DF0542_00014_01,DF0542,15-15,（三）提升设施装备供给水平。
T5_DF0542_00018_01,加密国际货运航班,杭州机场加密至比利时列日、俄罗斯莫斯科等国际航空货运枢纽机场航班,DF0542_00017_01,DF0542,18-18,（一）完善国际航空货运航线。
T5_DF0542_00018_02,开通洲际全货机航线,开通至欧洲、美洲等5条以上洲际全货机航线,DF0542_00017_01,DF0542,18-18,（一）完善国际航空货运航线。
T5_DF0542_00018_03,开通中东欧货运航线,开通至中东欧等方向3条以上国际全货机航线,DF0542_00017_01,DF0542,18-18,（一）完善国际航空货运航线。
T5_DF0542_00018_04,开通一带一路货运航线,"温州机场开通至“一带一路""沿线方向2条以上国际全货机航线",DF0542_00017_01,DF0542,18-18,（一）完善国际航空货运航线。
T5_DF0542_00018_05,开通东南亚货运航线,开通至东南亚方向2条以上国际全货机航线,DF0542_00017_01,DF0542,18-18,（一）完善国际航空货运航线。
T5_DF0542_00018_06,争取第七航权,支持杭州机场争取第七航权业务,DF0542_00017_01,DF0542,18-18,（一）完善国际航空货运航线。
T5_DF0542_00018_07,引进外航运力,推动引进外航运力,DF0542_00017_01,DF0542,18-18,（一）完善国际航空货运航线。
T5_DF0542_00018_08,构建全球货运航线网,全省逐步构建横向错位、纵向分工、国内通达、全球可达的全球72小时航空货运骨干航线网络,DF0542_00017_01,DF0542,18-18,（一）完善国际航空货运航线。
T5_DF0542_00020_01,拓展空空中转业务,拓展国际—国际、国际—国内间多形式、多渠道的空空中转业务,DF0542_00019_01,DF0542,20-20,（二）提升国际货运中转功能。
T5_DF0542_00020_02,推广定班包车模式,大力推广定班包车模式,DF0542_00019_01,DF0542,20-20,（二）提升国际货运中转功能。
T5_DF0542_00020_03,加密卡车航班网点,加密卡车航班网点,DF0542_00019_01,DF0542,20-20,（二）提升国际货运中转功能。
T5_DF0542_00020_04,打造空公联运网络,打造覆盖500—600公里的空公联运网络,DF0542_00019_01,DF0542,20-20,（二）提升国际货运中转功能。
T5_DF0542_00020_05,探索空铁海空中转,积极探索空铁、海空等中转联运新模式,DF0542_00019_01,DF0542,20-20,（二）提升国际货运中转功能。
T5_DF0542_00020_06,开展定制中转服务,开展定制化、个性化中转服务,DF0542_00019_01,DF0542,20-20,（二）提升国际货运中转功能。
T5_DF0542_00022_01,加大口岸机场时刻供给,加大杭州、宁波等口岸机场时刻容量供给,DF0542_00021_01,DF0542,22-22,（三）加大国际航空货运航班时刻供给。
T5_DF0542_00022_02,优化货运航班时刻安排,合理安排8时至22时国际货运航班时刻,DF0542_00021_01,DF0542,22-22,（三）加大国际航空货运航班时刻供给。
T5_DF0542_00022_03,实施差异化时刻配置,实施分类量化和差异化航空货运航班时刻配置政策,DF0542_00021_01,DF0542,22-22,（三）加大国际航空货运航班时刻供给。
T5_DF0542_00022_04,提升货运设施利用率,进一步提高全省国际航空货运飞机日利用率和机场货运服务设施设备利用率,DF0542_00021_01,DF0542,22-22,（三）加大国际航空货运航班时刻供给。
T5_DF0542_00025_01,引进国际货代企业,积极争取引进全球领先的航空货运代理企业,DF0542_00024_01,DF0542,25-25,（一）引进培育货运龙头企业。
T5_DF0542_00025_02,培育本土货运航司,培育本土航空货运企业,DF0542_00024_01,DF0542,25-25,（一）引进培育货运龙头企业。
T5_DF0542_00025_03,支持航司机队扩张,支持货运航空公司壮大机队规模,DF0542_00024_01,DF0542,25-25,（一）引进培育货运龙头企业。
T5_DF0542_00025_04,拓展全球货运业务,支持基地航空公司拓展全球货运业务,DF0542_00024_01,DF0542,25-25,（一）引进培育货运龙头企业。
T5_DF0542_00025_05,鼓励参与货站运营,鼓励航空货运企业积极参与机场货站的规划、建设与运营,DF0542_00024_01,DF0542,25-25,（一）引进培育货运龙头企业。
T5_DF0542_00027_01,推动区港一体化,推进区港一体化规划、运营,DF0542_00026_01,DF0542,27-27,（二）推进临空经济发展。
T5_DF0542_00027_02,建设航空物流枢纽,加快航空物流枢纽建设,DF0542_00026_01,DF0542,27-27,（二）推进临空经济发展。
T5_DF0542_00027_03,打造航空货运产业链,积极打造航空运输、维修、物流、食品、冷链等国际航空货运服务产业链,DF0542_00026_01,DF0542,27-27,（二）推进临空经济发展。
T5_DF0542_00027_04,培育临空特色产业,培育具有临空特色的现代服务、先进制造和航空智慧物流相关产业,DF0542_00026_01,DF0542,27-27,（二）推进临空经济发展。
T5_DF0542_00027_05,发展航空智能装备,加快航空智能电子装备、智能轨道交通成套设备等建设,DF0542_00026_01,DF0542,27-27,（二）推进临空经济发展。
T5_DF0542_00030_01,推广提前报关模式,推广杭州空港提前报关、区港联动等通关模式,DF0542_00029_01,DF0542,30-30,（一）打造高效便利的口岸营商环境。
T5_DF0542_00030_02,实现全天候预约通关,至2025年实现宁波、温州和义乌等口岸机场全天候无障碍预约通关,DF0542_00029_01,DF0542,30-30,（一）打造高效便利的口岸营商环境。
T5_DF0542_00030_03,深化通关申报改革,深入推进提前申报、两步申报、两段准入等通关改革,DF0542_00029_01,DF0542,30-30,（一）打造高效便利的口岸营商环境。
T5_DF0542_00030_04,加强查验力量配备,加强机场口岸查验工作力量配备,DF0542_00029_01,DF0542,30-30,（一）打造高效便利的口岸营商环境。
T5_DF0542_00030_05,建设国际快件通关中心,加快推进嘉兴等国际快件通关中心建设,DF0542_00029_01,DF0542,30-30,（一）打造高效便利的口岸营商环境。
T5_DF0542_00030_06,升级保税物流中心,支持杭州保税物流中心升级为综合保税区,DF0542_00029_01,DF0542,30-30,（一）打造高效便利的口岸营商环境。
T5_DF0542_00030_07,拓展药品进口口岸资质,支持杭州机场获批首次进口药品和生物制品口岸资质,DF0542_00029_01,DF0542,30-30,（一）打造高效便利的口岸营商环境。
T5_DF0542_00030_08,扩展跨境电商功能,扩展杭州机场跨境电子商务进出口业务功能,DF0542_00029_01,DF0542,30-30,（一）打造高效便利的口岸营商环境。
T5_DF0542_00030_09,扩充机场口岸资质,扩充宁波、温州和义乌等机场口岸资质,DF0542_00029_01,DF0542,30-30,（一）打造高效便利的口岸营商环境。
T5_DF0542_00030_10,强化口岸基础设施投入,加大机场口岸卫生检疫、安全监测和实货查检基础设施投入,DF0542_00029_01,DF0542,30-30,（一）打造高效便利的口岸营商环境。
T5_DF0542_00030_11,提升口岸风险防控能力,提升口岸风险防控能力,DF0542_00029_01,DF0542,30-30,（一）打造高效便利的口岸营商环境。
T5_DF0542_00032_01,建立电商服务商名录,研究建立省级重点培育的跨境电子商务服务商名录,DF0542_00031_01,DF0542,32-32,（二）提升跨境电子商务国际货运服务能力。
T5_DF0542_00032_02,整合国际物流五网资源,"整合国际分拨网、干线运输网、全球关务网、境外属地网、基础信息网“五网""资源",DF0542_00031_01,DF0542,32-32,（二）提升跨境电子商务国际货运服务能力。
T5_DF0542_00032_03,增设国际邮件交换站,支持杭州机场增设国际邮件交换站功能,DF0542_00031_01,DF0542,32-32,（二）提升跨境电子商务国际货运服务能力。
T5_DF0542_00032_04,提升邮快件处理能力,提升国际邮快件处理服务能力,DF0542_00031_01,DF0542,32-32,（二）提升跨境电子商务国际货运服务能力。
T5_DF0542_00032_05,支持建设本地集货仓,支持有条件的企业建立本地集货仓和海外仓,DF0542_00031_01,DF0542,32-32,（二）提升跨境电子商务国际货运服务能力。
T5_DF0542_00032_06,支持建设海外仓,支持有条件的企业建立本地集货仓和海外仓,DF0542_00031_01,DF0542,32-32,（二）提升跨境电子商务国际货运服务能力。
T5_DF0542_00032_07,拓展国际集散渠道,拓展集散渠道,DF0542_00031_01,DF0542,32-32,（二）提升跨境电子商务国际货运服务能力。
T5_DF0542_00034_01,建航空物流信息平台,加快构建全省航空物流信息服务平台,DF0542_00033_01,DF0542,34-34,（三）推进智慧物流建设。
T5_DF0542_00034_02,推动物流数据互联共享,推动口岸机场和航空公司、空管及监管等单位数据互联共享,DF0542_00033_01,DF0542,34-34,（三）推进智慧物流建设。
T5_DF0542_00034_03,实现货运全球追踪,实现国际航空货运的全球追踪,DF0542_00033_01,DF0542,34-34,（三）推进智慧物流建设。
T5_DF0542_00034_04,应用新技术建智能网络,充分利用物联网、云计算、区块链等新技术，打造自主可控的国际快递智能骨干网络,DF0542_00033_01,DF0542,34-34,（三）推进智慧物流建设。
T5_DF0542_00034_05,推进多式联运一单制,推进以国际航空货运为主导的多式联运电子化、一单制,DF0542_00033_01,DF0542,34-34,（三）推进智慧物流建设。
T5_DF0542_00036_01,推动航货战略合作,推动省机场集团与跨境电子商务企业开展战略合作，通过并购、入股等方式开展航空货运业务市场化改造。,DF0542_00035_01,DF0542,36-36,（四）创新发展管理模式。
T5_DF0542_00036_02,筹建省级货运航企,筹建省级国际航空货运企业，全面提升航空货运专业运营能力。,DF0542_00035_01,DF0542,36-36,（四）创新发展管理模式。
T5_DF0542_00036_03,建立承运人信用备案,探索建立以信用为基础的国际航空货运承运人备案制度。,DF0542_00035_01,DF0542,36-36,（四）创新发展管理模式。
T5_DF0542_00036_04,试点危险品运输管理,积极争取在危险品航空运输管理方面先行先试。,DF0542_00035_01,DF0542,36-36,（四）创新发展管理模式。
T5_DF0542_00036_05,推广异地货站模式,推广异地货站集货模式创新经验，建成覆盖全省运输机场和重要城市的异地货站网络。,DF0542_00035_01,DF0542,36-36,（四）创新发展管理模式。
T5_DF0542_00036_06,强化区港联动机制,加强杭州综合保税区、杭州机场区港联动，探索宁波北仑港海空联运新模式。,DF0542_00035_01,DF0542,36-36,（四）创新发展管理模式。
T5_DF0865_00026_01,推进空港物流枢纽建设,加快推进上海空港型国家物流枢纽建设。,DF0865_00025_01,DF0865,26-26,1.加强规划顶层设计。
T5_DF0865_00026_02,修编机场总体规划,推动机场总体规划修编，优化机场货运设施空间功能布局,DF0865_00025_01,DF0865,26-26,1.加强规划顶层设计。
T5_DF0865_00026_03,优化货运设施布局,优化机场货运设施空间功能布局,DF0865_00025_01,DF0865,26-26,1.加强规划顶层设计。
T5_DF0865_00026_04,规划建设新货运区,适时推动浦东国际机场新东区、新南区货站等规划建设。,DF0865_00025_01,DF0865,26-26,1.加强规划顶层设计。
T5_DF0865_00026_05,加强规划衔接协同,加强航空枢纽相关规划与国民经济和社会发展、国土空间、产业、物流、交通等方面规划的衔接。,DF0865_00025_01,DF0865,26-26,1.加强规划顶层设计。
T5_DF0865_00028_01,推动区域机场协同发展,推动形成目标同向、措施一体、优势互补、合作共赢的区域机场协同发展格局,DF0865_00027_01,DF0865,28-28,2.推动区域机场合作。
T5_DF0865_00028_02,强化枢纽龙头带动作用,发挥上海国际航空枢纽的龙头带动作用,DF0865_00027_01,DF0865,28-28,2.推动区域机场合作。
T5_DF0865_00028_03,提升航空服务输出能力,提升技术、人才、资本、管理等输出能力,DF0865_00027_01,DF0865,28-28,2.推动区域机场合作。
T5_DF0865_00028_04,打造国际航空货运品牌,树立上海航空货运服务品牌,DF0865_00027_01,DF0865,28-28,2.推动区域机场合作。
T5_DF0865_00031_01,建设智能货站,建成浦东国际机场西货运区智能货站和集中查验中心,DF0865_00030_01,DF0865,31-31,3.加快机场货运重大项目建设。
T5_DF0865_00031_02,建设集中查验中心,建成浦东国际机场西货运区智能货站和集中查验中心,DF0865_00030_01,DF0865,31-31,3.加快机场货运重大项目建设。
T5_DF0865_00031_03,推进特运库建设,推动西货运区公共货站特运库建设,DF0865_00030_01,DF0865,31-31,3.加快机场货运重大项目建设。
T5_DF0865_00031_04,升级跑道功能,研究推动浦东国际机场第五跑道功能升级,DF0865_00030_01,DF0865,31-31,3.加快机场货运重大项目建设。
T5_DF0865_00031_05,改造既有货运设施,持续推进机场既有货运设施升级改造,DF0865_00030_01,DF0865,31-31,3.加快机场货运重大项目建设。
T5_DF0865_00031_06,推进货站二期工程,完成浦东国际机场西货运区3号货站二期工程项目,DF0865_00030_01,DF0865,31-31,3.加快机场货运重大项目建设。
T5_DF0865_00033_01,加密欧美远程航线,做深做远欧美地区航线，争取加密 或新开纽约、法兰克福、巴黎、伦敦等航线,DF0865_00032_01,DF0865,33-33,4.提高航线网络全球通达性。
T5_DF0865_00033_02,强化亚洲区域覆盖,做优做强亚洲地区航 线，争取增强对东南亚、东北亚等地区的网络覆盖,DF0865_00032_01,DF0865,33-33,4.提高航线网络全球通达性。
T5_DF0865_00033_03,拓展一带一路航线,"积极拓展面向""一带一路""国家和地区的航线",DF0865_00032_01,DF0865,33-33,4.提高航线网络全球通达性。
T5_DF0865_00033_04,鼓励利用货运航权,鼓励航司加大第五货运航权利用,DF0865_00032_01,DF0865,33-33,4.提高航线网络全球通达性。
T5_DF0865_00035_01,推进对外道路建设,推进两港大道、周邓快速路、 漕宝快速路、G15和G50扩容等机场地区对外道路通道项目建设,DF0865_00034_01,DF0865,35-35,5.完善机场地区交通集疏运体系。
T5_DF0865_00035_02,开展快速路前期研究,开展滨海快速路前期研究,DF0865_00034_01,DF0865,35-35,5.完善机场地区交通集疏运体系。
T5_DF0865_00035_03,优化场内交通组织,完善场内交通路网布局，优化交通流线 组织，顺畅车辆进出通道,DF0865_00034_01,DF0865,35-35,5.完善机场地区交通集疏运体系。
T5_DF0865_00035_04,完善综合交通规划,结合新发展要求，进一步完善机场及周 边地区的综合交通规划方案,DF0865_00034_01,DF0865,35-35,5.完善机场地区交通集疏运体系。
T5_DF0865_00035_05,建设空铁联运设施,高标准规划建设东方枢纽，推进空铁 联运配套设施规划建设,DF0865_00034_01,DF0865,35-35,5.完善机场地区交通集疏运体系。
T5_DF0865_00038_01,强化航司物流合作,加强与国内外航司、物流集成商 合作，巩固提高上海在其全球网络中的枢纽地位。,DF0865_00037_01,DF0865,38-38,6.支持多元市场主体在沪发展。
T5_DF0865_00038_02,培育航空物流生态,培育航空物流产 业生态圈，推动物流链上下游资源整合，构建一站式物流服务平台。,DF0865_00037_01,DF0865,38-38,6.支持多元市场主体在沪发展。
T5_DF0865_00038_03,支持快递企业设总部分拨中心,支持国内大型快递物流企业在上海设立总部或分拨中心。,DF0865_00037_01,DF0865,38-38,6.支持多元市场主体在沪发展。
T5_DF0865_00038_04,吸引国际货代落户,吸引具有 国际影响力的货代企业落户上海，培育提升本地货代企业的服务竞 争力。,DF0865_00037_01,DF0865,38-38,6.支持多元市场主体在沪发展。
T5_DF0865_00040_01,加大全货机运力投入,支持各类市场主体加大在上 海全货机运力投入,DF0865_00039_01,DF0865,40-40,7.鼓励市场主体加强货运能力建设。
T5_DF0865_00040_02,强化全球货机网络,强化联通全球主要航空枢纽的全货机网络,DF0865_00039_01,DF0865,40-40,7.鼓励市场主体加强货运能力建设。
T5_DF0865_00040_03,提升客机腹舱载货率,提高客机腹舱载货率,DF0865_00039_01,DF0865,40-40,7.鼓励市场主体加强货运能力建设。
T5_DF0865_00040_04,创新精细化物流服务,鼓励市场主体创新精细化物流服务产品,DF0865_00039_01,DF0865,40-40,7.鼓励市场主体加强货运能力建设。
T5_DF0865_00040_05,拓展海外货站布局,研究拓展海外货站（海外仓）布局,DF0865_00039_01,DF0865,40-40,7.鼓励市场主体加强货运能力建设。
T5_DF0865_00040_06,提升枢纽链接效率,提升与上海枢纽的链接效率和产品联动,DF0865_00039_01,DF0865,40-40,7.鼓励市场主体加强货运能力建设。
T5_DF0865_00043_01,强化货运中转功能,强化货运中转功能，打造经上海中转 的国际-国际、国际-国内航班波。,DF0865_00042_01,DF0865,43-43,8.大力发展货运中转业务。
T5_DF0865_00043_02,开发货运中转产品,鼓励航司对接需求、集聚资源，开 发货运中转产品。,DF0865_00042_01,DF0865,43-43,8.大力发展货运中转业务。
T5_DF0865_00043_03,发展货物中转集拼,持续推进中转集拼业务发展，完善中转集拼生态 体系。,DF0865_00042_01,DF0865,43-43,8.大力发展货运中转业务。
T5_DF0865_00043_04,支持机场互转业务,支持浦东、虹桥两场发展空运货物互转业务。,DF0865_00042_01,DF0865,43-43,8.大力发展货运中转业务。
T5_DF0865_00045_01,推动货运向高附加值转型,推动航空货运从普货向跨境电子商务、冷链物流、快件业务等高附加值产品转型,DF0865_00044_01,DF0865,45-45,9.拓展航空货运细分领域。
T5_DF0865_00045_02,完善危险品存储设施,完善危险品存储设施,DF0865_00044_01,DF0865,45-45,9.拓展航空货运细分领域。
T5_DF0865_00045_03,提升高端制造物流保障,提升对医药、芯片等高端制造业原材料和成品运输专业保障能力,DF0865_00044_01,DF0865,45-45,9.拓展航空货运细分领域。
T5_DF0865_00045_04,促进航空邮政业务发展,促进航空邮政业务发展，助力上海邮政快递国际枢纽中心建设,DF0865_00044_01,DF0865,45-45,9.拓展航空货运细分领域。
T5_DF0865_00047_01,建设异地货站,加快规划建设面向长三角、服务全国的 异地货站,DF0865_00046_01,DF0865,47-47,10.推动多式联运发展。
T5_DF0865_00047_02,完善卡车航班体系,持续完善卡车航班转运体系,DF0865_00046_01,DF0865,47-47,10.推动多式联运发展。
T5_DF0865_00047_03,发展空铁联运,推动空铁联运业务发展,DF0865_00046_01,DF0865,47-47,10.推动多式联运发展。
T5_DF0865_00047_04,探索空海联运,探索空海联运新模式,DF0865_00046_01,DF0865,47-47,10.推动多式联运发展。
T5_DF0865_00047_05,拓展航空物流一单制,"拓展航空物流""一单制""",DF0865_00046_01,DF0865,47-47,10.推动多式联运发展。
T5_DF0865_00047_06,试点无人机配送,开展无人机物流配送 试点,DF0865_00046_01,DF0865,47-47,10.推动多式联运发展。
T5_DF0865_00050_01,建设航空物流信息平台,"积极推动中国（上海）国际贸易“单一窗口""航空物流公共信息平台试点建设",DF0865_00049_01,DF0865,50-50,11.促进信息资源互联共享。
T5_DF0865_00050_02,推进空运信息系统建设,"加快推进""空运通""、空运物流监控系统等建设",DF0865_00049_01,DF0865,50-50,11.促进信息资源互联共享。
T5_DF0865_00050_03,促进全链条信息互通,促进航司、机场、物流集成商、货代与海关之间全链条信息互通、作业协同,DF0865_00049_01,DF0865,50-50,11.促进信息资源互联共享。
T5_DF0865_00050_04,提升货运单证电子化,提升货运单证电子化水平,DF0865_00049_01,DF0865,50-50,11.促进信息资源互联共享。
T5_DF0865_00050_05,提升通关物流便利化,"提升上海航空口岸货运""通关+物流""便利化水平",DF0865_00049_01,DF0865,50-50,11.促进信息资源互联共享。
T5_DF0865_00052_01,推进安检系统互联,逐步推进不同安检主体之间系统互联、平台对接,DF0865_00051_01,DF0865,52-52,12.优化简化货物安检流程。
T5_DF0865_00052_02,加强安检标准衔接,加强标准衔接和质量互认,DF0865_00051_01,DF0865,52-52,12.优化简化货物安检流程。
T5_DF0865_00052_03,优化场内安检模式,在浦东国际机场场内安检模式优化试点的基础上,DF0865_00051_01,DF0865,52-52,12.优化简化货物安检流程。
T5_DF0865_00052_04,优化跨场二次安检,研究推进浦东、虹桥两场之间货物二次安检优化工作,DF0865_00051_01,DF0865,52-52,12.优化简化货物安检流程。
T5_DF0865_00054_01,整合口岸监管资源,整合机场地区监管资源,DF0865_00053_01,DF0865,54-54,13.提升口岸通关便利化水平。
T5_DF0865_00054_02,推进监管设施建设,推进监管配套设施建设,DF0865_00053_01,DF0865,54-54,13.提升口岸通关便利化水平。
T5_DF0865_00054_03,优化查验监管模式,持续优化查验监管模式,DF0865_00053_01,DF0865,54-54,13.提升口岸通关便利化水平。
T5_DF0865_00054_04,建立邮快件绿色通道,建立航空邮件快件绿色通道,DF0865_00053_01,DF0865,54-54,13.提升口岸通关便利化水平。
T5_DF0865_00057_01,规划建设空侧直通道,研究临港新片区机场南侧地块空侧直通道规划建设，力争实现临港新片区与浦东国际机场空侧连通,DF0865_00056_01,DF0865,57-57,14.加强浦东国际机场与周边区域联动。
T5_DF0865_00057_02,建设临空物流设施,加快浦东综合物流中心高标仓项目、临港新片区亚太一站式航空物流中心等临空物流设施规划建设,DF0865_00056_01,DF0865,57-57,14.加强浦东国际机场与周边区域联动。
T5_DF0865_00057_03,试点径予放行政策,争取试点浦东国际机场口岸进出洋山特殊综合保税区的货物使用海关'一线进出境径予放行'政策,DF0865_00056_01,DF0865,57-57,14.加强浦东国际机场与周边区域联动。
T5_DF0865_00057_04,强化机场与铁路枢纽联动,强化浦东国际机场与上海东站联动,DF0865_00056_01,DF0865,57-57,14.加强浦东国际机场与周边区域联动。
T5_DF0865_00057_05,打造国际商务功能区,打造便利国际商务人员往来的特定功能区域，拓展航空类的国际会展、培训、研发及国际专业服务等功能,DF0865_00056_01,DF0865,57-57,14.加强浦东国际机场与周边区域联动。
T5_DF0865_00059_01,推动物流制造融合,促进航空物流与制造业深度融合,DF0865_00058_01,DF0865,59-59,15.加强与重点产业园区对接。
T5_DF0865_00059_02,统筹物流园区布局,加强航空物流通道与产业园区的统筹布局与衔接,DF0865_00058_01,DF0865,59-59,15.加强与重点产业园区对接。
T5_DF0865_00059_03,前置机场货运功能,研究机场货运功能前置至重点产业园区,DF0865_00058_01,DF0865,59-59,15.加强与重点产业园区对接。
T5_DF0865_00059_04,完善园区口岸功能,完善园区内机场口岸空港货站和监管仓库等功能,DF0865_00058_01,DF0865,59-59,15.加强与重点产业园区对接。
T5_DF0865_00059_05,实现区港直通分拨,实现货物区港直通、园区内分拨理货、一站式通关,DF0865_00058_01,DF0865,59-59,15.加强与重点产业园区对接。
T5_DF0865_00061_01,集聚航空产业链企业,吸引航空产业链上下游企业和航空功能性机构集聚,DF0865_00060_01,DF0865,61-61,16.促进航空货运相关产业发展。
T5_DF0865_00061_02,打造航空服务总部基地,打造全球一流的航空服务总部基地,DF0865_00060_01,DF0865,61-61,16.促进航空货运相关产业发展。
T5_DF0865_00061_03,发展航空融资租赁,鼓励发展航空融资租赁业务,DF0865_00060_01,DF0865,61-61,16.促进航空货运相关产业发展。
T5_DF0865_00061_04,支持航空金融服务业,支持发展航空金融服务业,DF0865_00060_01,DF0865,61-61,16.促进航空货运相关产业发展。
T5_DF0865_00061_05,推进航空贸易,探索推进航材、航油等航空贸易,DF0865_00060_01,DF0865,61-61,16.促进航空货运相关产业发展。
T5_DF0865_00061_06,发布航空物流发展指数,研究发布长三角（上海）航空物流发展指数,DF0865_00060_01,DF0865,61-61,16.促进航空货运相关产业发展。
T5_DF0865_00064_01,改造货站智慧设施,推进货站设施智慧化改造,DF0865_00063_01,DF0865,64-64,17.提升航空货运智慧化水平。
T5_DF0865_00064_02,提升货运自动化水平,提高航空货运设施自动化水平,DF0865_00063_01,DF0865,64-64,17.提升航空货运智慧化水平。
T5_DF0865_00064_03,推进分拣装载仓储智能化,推进分拣、装载和仓储等设施智能化,DF0865_00063_01,DF0865,64-64,17.提升航空货运智慧化水平。
T5_DF0865_00064_04,建设机场大脑工程,推进机场大脑及数字李生等工程建设,DF0865_00063_01,DF0865,64-64,17.提升航空货运智慧化水平。
T5_DF0865_00064_05,加快货运信息基建,加快相关信息基础设施建设,DF0865_00063_01,DF0865,64-64,17.提升航空货运智慧化水平。
T5_DF0865_00064_06,研发特种货物运输装备,鼓励冷链、医药、超大超重货物等特殊货物的专业运输装备研发,DF0865_00063_01,DF0865,64-64,17.提升航空货运智慧化水平。
T5_DF0865_00064_07,应用货运安检新技术,加强航空货运安检、全景感知、无人化等领域的技术研发与应用,DF0865_00063_01,DF0865,64-64,17.提升航空货运智慧化水平。
T5_DF0865_00066_01,完善货运安全体系,完善安全管理体系，提升航空货物运输安全水平。,DF0865_00065_01,DF0865,66-66,18.提升航空货运安全韧性水平。
T5_DF0865_00066_02,强化物流链自主可控,加强航空货运整合能力，打造自主可控、安全可靠的航空物流产业链和供应链。,DF0865_00065_01,DF0865,66-66,18.提升航空货运安全韧性水平。
T5_DF0865_00066_03,健全应急保障机制,建立健全航空物流应急保障机制，提升应急处置能力。,DF0865_00065_01,DF0865,66-66,18.提升航空货运安全韧性水平。
T5_DF0865_00068_01,推广绿色基建技术,鼓励货运基础设施广泛应用绿色建筑材料、主动式节能技术以及清洁能源装备,DF0865_00067_01,DF0865,68-68,19.推动航空货运绿色低碳发展。
T5_DF0865_00068_02,健全机场能源管理体系,健全机场能源管理体系，提升运营管理效能,DF0865_00067_01,DF0865,68-68,19.推动航空货运绿色低碳发展。
T5_DF0865_00068_03,强化机场环境治理,加强机场污水和固废处理处置，强化噪声治理,DF0865_00067_01,DF0865,68-68,19.推动航空货运绿色低碳发展。
T5_DF0865_00068_04,优化航司机队结构,鼓励支持航空公司优化机队结构，提高运输组织效率，提升飞机使用能效,DF0865_00067_01,DF0865,68-68,19.推动航空货运绿色低碳发展。
T5_DF0865_00068_05,提升设施循环利用,鼓励航空物流企业提升设施设备共享共用和循环利用水平，积极参与碳交易,DF0865_00067_01,DF0865,68-68,19.推动航空货运绿色低碳发展。
T5_DF0865_00068_06,争取能耗单列支持,争取新增国际航空货运活动国家重大项目能耗单列,DF0865_00067_01,DF0865,68-68,19.推动航空货运绿色低碳发展。
T5_DF0865_00071_01,争取洲际货运航权,争取加大洲际货运航权配置,DF0865_00070_01,DF0865,71-71,20.争取民航、海关等国家政策支持。
