block_id,doc_id,h_level,block_type,original_text,status,pau_id,O,A,A_type,S_scope,S_focus,S_stage,S_type,pau_final,t_level_base,t_level_adjusted,is_leaf_candidate,validation_issues
DF0009_028,DF0009,NA,body,（二十）推动基地航空公司继续做深做远欧美地区航线、做优做强亚洲地区航线，并积极拓展“一带一路”国家和地区的航线，进一步增强全球供应链重点城市连接密度。（责任单位：民航华东地区管理局、市交通委、基地航空公司、机场集团）,valid,PAU_001,航线,做深做远,substantive,"[""欧美""]",[],[],[],欧美地区航线,T3,T4,True,[]
DF0009_028,DF0009,NA,body,（二十）推动基地航空公司继续做深做远欧美地区航线、做优做强亚洲地区航线，并积极拓展“一带一路”国家和地区的航线，进一步增强全球供应链重点城市连接密度。（责任单位：民航华东地区管理局、市交通委、基地航空公司、机场集团）,valid,PAU_002,航线,做优做强,substantive,"[""亚洲""]",[],[],[],亚洲地区航线,T3,T4,True,[]
DF0009_028,DF0009,NA,body,（二十）推动基地航空公司继续做深做远欧美地区航线、做优做强亚洲地区航线，并积极拓展“一带一路”国家和地区的航线，进一步增强全球供应链重点城市连接密度。（责任单位：民航华东地区管理局、市交通委、基地航空公司、机场集团）,valid,PAU_003,航线,拓展,substantive,"[""一带一路""]",[],[],[],一带一路国家和地区航线,T3,T4,True,[]
DF0009_028,DF0009,NA,body,（二十）推动基地航空公司继续做深做远欧美地区航线、做优做强亚洲地区航线，并积极拓展“一带一路”国家和地区的航线，进一步增强全球供应链重点城市连接密度。（责任单位：民航华东地区管理局、市交通委、基地航空公司、机场集团）,valid,PAU_004,连接密度,增强,direction,"[""全球""]",[],[],[],全球供应链重点城市连接密度,T2,T3,False,[]
DF0009_027,DF0009,NA,body,（十九）结合航空货运市场发展需求，争取民航局在远程航线航权、二类稀缺航线航权等资源配置上给予倾斜，提升主基地航空公司在航线准入和航权配置的优先级，支持各航空公司聚焦主基地建设；增加一定日间货邮航班时刻供给，增强货运航线航班和跨境电商货物出口运输需求的匹配度；优化航班审批流程，为航空公司开展货运加班和包机业务提供便利。（责任单位：民航华东地区管理局、市交通委、基地航空公司、机场集团）,valid,PAU_001,资源配置,争取,intent,"[""远程航线"", ""二类稀缺航线""]",[],[],[],远程航线航权资源配置,T3,T4,False,[]
DF0009_027,DF0009,NA,body,（十九）结合航空货运市场发展需求，争取民航局在远程航线航权、二类稀缺航线航权等资源配置上给予倾斜，提升主基地航空公司在航线准入和航权配置的优先级，支持各航空公司聚焦主基地建设；增加一定日间货邮航班时刻供给，增强货运航线航班和跨境电商货物出口运输需求的匹配度；优化航班审批流程，为航空公司开展货运加班和包机业务提供便利。（责任单位：民航华东地区管理局、市交通委、基地航空公司、机场集团）,valid,PAU_002,优先级,提升,direction,"[""主基地航空公司"", ""航线准入"", ""航委配置""]",[],[],[],主基地航空公司航线准入优先级,T3,T4,False,[]
DF0009_027,DF0009,NA,body,（十九）结合航空货运市场发展需求，争取民航局在远程航线航权、二类稀缺航线航权等资源配置上给予倾斜，提升主基地航空公司在航线准入和航权配置的优先级，支持各航空公司聚焦主基地建设；增加一定日间货邮航班时刻供给，增强货运航线航班和跨境电商货物出口运输需求的匹配度；优化航班审批流程，为航空公司开展货运加班和包机业务提供便利。（责任单位：民航华东地区管理局、市交通委、基地航空公司、机场集团）,valid,PAU_003,主基地建设,支持,intent,"[""各航空公司""]",[],[],[],各航空公司主基地建设,T3,T4,False,[]
DF0009_027,DF0009,NA,body,（十九）结合航空货运市场发展需求，争取民航局在远程航线航权、二类稀缺航线航权等资源配置上给予倾斜，提升主基地航空公司在航线准入和航权配置的优先级，支持各航空公司聚焦主基地建设；增加一定日间货邮航班时刻供给，增强货运航线航班和跨境电商货物出口运输需求的匹配度；优化航班审批流程，为航空公司开展货运加班和包机业务提供便利。（责任单位：民航华东地区管理局、市交通委、基地航空公司、机场集团）,valid,PAU_004,日间货邮航班时刻供给,增加,substantive,[],[],[],[],日间货邮航班时刻供给,T3,T3,True,[]
DF0009_027,DF0009,NA,body,（十九）结合航空货运市场发展需求，争取民航局在远程航线航权、二类稀缺航线航权等资源配置上给予倾斜，提升主基地航空公司在航线准入和航权配置的优先级，支持各航空公司聚焦主基地建设；增加一定日间货邮航班时刻供给，增强货运航线航班和跨境电商货物出口运输需求的匹配度；优化航班审批流程，为航空公司开展货运加班和包机业务提供便利。（责任单位：民航华东地区管理局、市交通委、基地航空公司、机场集团）,valid,PAU_005,匹配度,增强,direction,"[""货运航线航班"", ""跨境电商""]",[],[],[],货运航线航班与跨境电商货物出口运输需求匹配度,T2,T3,False,[]
DF0009_027,DF0009,NA,body,（十九）结合航空货运市场发展需求，争取民航局在远程航线航权、二类稀缺航线航权等资源配置上给予倾斜，提升主基地航空公司在航线准入和航权配置的优先级，支持各航空公司聚焦主基地建设；增加一定日间货邮航班时刻供给，增强货运航线航班和跨境电商货物出口运输需求的匹配度；优化航班审批流程，为航空公司开展货运加班和包机业务提供便利。（责任单位：民航华东地区管理局、市交通委、基地航空公司、机场集团）,valid,PAU_006,航班审批流程,优化,operational,[],[],[],[],航班审批流程,T3,T3,True,[]
DF0009_027,DF0009,NA,body,（十九）结合航空货运市场发展需求，争取民航局在远程航线航权、二类稀缺航线航权等资源配置上给予倾斜，提升主基地航空公司在航线准入和航权配置的优先级，支持各航空公司聚焦主基地建设；增加一定日间货邮航班时刻供给，增强货运航线航班和跨境电商货物出口运输需求的匹配度；优化航班审批流程，为航空公司开展货运加班和包机业务提供便利。（责任单位：民航华东地区管理局、市交通委、基地航空公司、机场集团）,valid,PAU_007,便利,提供,operational,"[""货运加班"", ""包机业务""]",[],[],[],货运加班和包机业务便利,T3,T4,False,[]
DF0009_030,DF0009,NA,body,（二十一）加强“智慧海关”建设，打造智享联通的大数据平台，探索形成符合新业态发展趋势需要的数字化监管体系。推动跨境电商进口税款电子支付和创新优化退货流程等业务改革。研究上海两场之间国际转运货物海关监管模式创新，提高航空货物的通关和中转效率，进一步压缩航空口岸进出口货物整体通关时间。（责任单位：上海海关、市商务委（市口岸办）、机场集团）,valid,PAU_001,智慧海关,加强,substantive,[],"[""智慧""]",[],[],智慧海关,T3,T3,True,[]
DF0009_030,DF0009,NA,body,（二十一）加强“智慧海关”建设，打造智享联通的大数据平台，探索形成符合新业态发展趋势需要的数字化监管体系。推动跨境电商进口税款电子支付和创新优化退货流程等业务改革。研究上海两场之间国际转运货物海关监管模式创新，提高航空货物的通关和中转效率，进一步压缩航空口岸进出口货物整体通关时间。（责任单位：上海海关、市商务委（市口岸办）、机场集团）,valid,PAU_002,大数据平台,打造,substantive,[],"[""数字化""]",[],[],智享联通的大数据平台,T3,T3,True,[]
DF0009_030,DF0009,NA,body,（二十一）加强“智慧海关”建设，打造智享联通的大数据平台，探索形成符合新业态发展趋势需要的数字化监管体系。推动跨境电商进口税款电子支付和创新优化退货流程等业务改革。研究上海两场之间国际转运货物海关监管模式创新，提高航空货物的通关和中转效率，进一步压缩航空口岸进出口货物整体通关时间。（责任单位：上海海关、市商务委（市口岸办）、机场集团）,valid,PAU_003,数字化监管体系,探索形成,intent,[],"[""数字化""]",[],[],符合新业态发展趋势需要的数字化监管体系,T2,T2,False,[]
DF0009_030,DF0009,NA,body,（二十一）加强“智慧海关”建设，打造智享联通的大数据平台，探索形成符合新业态发展趋势需要的数字化监管体系。推动跨境电商进口税款电子支付和创新优化退货流程等业务改革。研究上海两场之间国际转运货物海关监管模式创新，提高航空货物的通关和中转效率，进一步压缩航空口岸进出口货物整体通关时间。（责任单位：上海海关、市商务委（市口岸办）、机场集团）,valid,PAU_004,跨境电商进口税款电子支付,推动,operational,"[""跨境电商""]",[],[],[],跨境电商进口税款电子支付,T3,T4,True,[]
DF0009_030,DF0009,NA,body,（二十一）加强“智慧海关”建设，打造智享联通的大数据平台，探索形成符合新业态发展趋势需要的数字化监管体系。推动跨境电商进口税款电子支付和创新优化退货流程等业务改革。研究上海两场之间国际转运货物海关监管模式创新，提高航空货物的通关和中转效率，进一步压缩航空口岸进出口货物整体通关时间。（责任单位：上海海关、市商务委（市口岸办）、机场集团）,valid,PAU_005,退货流程,推动,operational,"[""跨境电商""]",[],[],[],创新优化退货流程,T3,T4,True,[]
DF0009_030,DF0009,NA,body,（二十一）加强“智慧海关”建设，打造智享联通的大数据平台，探索形成符合新业态发展趋势需要的数字化监管体系。推动跨境电商进口税款电子支付和创新优化退货流程等业务改革。研究上海两场之间国际转运货物海关监管模式创新，提高航空货物的通关和中转效率，进一步压缩航空口岸进出口货物整体通关时间。（责任单位：上海海关、市商务委（市口岸办）、机场集团）,valid,PAU_006,国际转运货物海关监管模式,研究,intent,"[""国际""]",[],[],[],上海两场之间国际转运货物海关监管模式创新,T2,T3,False,[]
DF0009_030,DF0009,NA,body,（二十一）加强“智慧海关”建设，打造智享联通的大数据平台，探索形成符合新业态发展趋势需要的数字化监管体系。推动跨境电商进口税款电子支付和创新优化退货流程等业务改革。研究上海两场之间国际转运货物海关监管模式创新，提高航空货物的通关和中转效率，进一步压缩航空口岸进出口货物整体通关时间。（责任单位：上海海关、市商务委（市口岸办）、机场集团）,valid,PAU_007,通关效率,提高,direction,"[""航空""]",[],[],[],航空货物通关效率,T2,T3,False,[]
DF0009_030,DF0009,NA,body,（二十一）加强“智慧海关”建设，打造智享联通的大数据平台，探索形成符合新业态发展趋势需要的数字化监管体系。推动跨境电商进口税款电子支付和创新优化退货流程等业务改革。研究上海两场之间国际转运货物海关监管模式创新，提高航空货物的通关和中转效率，进一步压缩航空口岸进出口货物整体通关时间。（责任单位：上海海关、市商务委（市口岸办）、机场集团）,valid,PAU_008,中转效率,提高,direction,"[""航空""]",[],[],[],航空货物中转效率,T2,T3,False,[]
DF0009_030,DF0009,NA,body,（二十一）加强“智慧海关”建设，打造智享联通的大数据平台，探索形成符合新业态发展趋势需要的数字化监管体系。推动跨境电商进口税款电子支付和创新优化退货流程等业务改革。研究上海两场之间国际转运货物海关监管模式创新，提高航空货物的通关和中转效率，进一步压缩航空口岸进出口货物整体通关时间。（责任单位：上海海关、市商务委（市口岸办）、机场集团）,valid,PAU_009,整体通关时间,压缩,operational,"[""航空口岸""]",[],[],[],航空口岸进出口货物整体通关时间,T3,T4,True,[]
DF0403_001,DF0403,H1,title,一、鼓励航空货运市场主体开行全货机定期航线，构建覆盖全球的货运航线网络,valid,PAU_001,全货机定期航线,开行,substantive,"[""国际""]",[],[],"[""全货机"", ""定期""]",国际全货机定期航线,T3,T4,True,[]
DF0403_001,DF0403,H1,title,一、鼓励航空货运市场主体开行全货机定期航线，构建覆盖全球的货运航线网络,valid,PAU_002,货运航线网络,构建,substantive,"[""全球""]",[],[],[],全球货运航线网络,T1,T2,False,[]
DF0403_002,DF0403,NA,body,（一）对在成都机场（含成都双流国际机场和成都天府国际机场，下同）新开国际（不含地区）全货机定期航线的航空公司，市政府依据成都航空货运枢纽航线网络发展规划、全货机定期航线航班情况（航程距离、机型大小、航班密度）和市场难易程度等因素可给予航空公司为期三年的财政奖励，在开航培育期第一年，新开洲际全货机定期航线给予30万-50万元/班（航线每班是指一个往返程航班，下同）的财政奖励，新开亚洲全货机定期航线给予5万-20万元/班的财政奖励；开航培育期第二、三年财政奖励原则上为第一年标准的80%。,valid,PAU_001,财政奖励,给予,operational,"[""国际"", ""成都机场""]",[],"[""新开""]","[""全货机"", ""定期""]",对在成都机场新开国际全货机定期航线给予财政奖励,T3,T4,True,[]
DF0403_002,DF0403,NA,body,（一）对在成都机场（含成都双流国际机场和成都天府国际机场，下同）新开国际（不含地区）全货机定期航线的航空公司，市政府依据成都航空货运枢纽航线网络发展规划、全货机定期航线航班情况（航程距离、机型大小、航班密度）和市场难易程度等因素可给予航空公司为期三年的财政奖励，在开航培育期第一年，新开洲际全货机定期航线给予30万-50万元/班（航线每班是指一个往返程航班，下同）的财政奖励，新开亚洲全货机定期航线给予5万-20万元/班的财政奖励；开航培育期第二、三年财政奖励原则上为第一年标准的80%。,valid,PAU_002,财政奖励,给予,operational,"[""洲际"", ""成都机场""]",[],"[""新开""]","[""全货机"", ""定期""]",新开洲际全货机定期航线给予30万-50万元/班财政奖励,T3,T4,True,[]
DF0403_002,DF0403,NA,body,（一）对在成都机场（含成都双流国际机场和成都天府国际机场，下同）新开国际（不含地区）全货机定期航线的航空公司，市政府依据成都航空货运枢纽航线网络发展规划、全货机定期航线航班情况（航程距离、机型大小、航班密度）和市场难易程度等因素可给予航空公司为期三年的财政奖励，在开航培育期第一年，新开洲际全货机定期航线给予30万-50万元/班（航线每班是指一个往返程航班，下同）的财政奖励，新开亚洲全货机定期航线给予5万-20万元/班的财政奖励；开航培育期第二、三年财政奖励原则上为第一年标准的80%。,valid,PAU_003,财政奖励,给予,operational,"[""亚洲"", ""成都机场""]",[],"[""新开""]","[""全货机"", ""定期""]",新开亚洲全货机定期航线给予5万-20万元/班财政奖励,T3,T4,True,[]
DF0009_031,DF0009,NA,body,（二十二）探索实施航空货运管制代理人制度，加快建设具有安检功能的专业型航空前置货站，开展机场与货站之间航空货物地面驳运安保试点。（责任单位：民航华东地区管理局、市交通委、市商务委（市口岸办）、机场集团、东航集团）,valid,PAU_001,航空货运管制代理人制度,探索实施,intent,"[""航空""]",[],[],[],航空货运管制代理人制度,T2,T3,False,[]
DF0009_031,DF0009,NA,body,（二十二）探索实施航空货运管制代理人制度，加快建设具有安检功能的专业型航空前置货站，开展机场与货站之间航空货物地面驳运安保试点。（责任单位：民航华东地区管理局、市交通委、市商务委（市口岸办）、机场集团、东航集团）,valid,PAU_002,具有安检功能的专业型航空前置货站,建设,substantive,"[""航空""]",[],"[""专业型""]",[],专业型航空前置货站,T3,T4,True,[]
DF0009_031,DF0009,NA,body,（二十二）探索实施航空货运管制代理人制度，加快建设具有安检功能的专业型航空前置货站，开展机场与货站之间航空货物地面驳运安保试点。（责任单位：民航华东地区管理局、市交通委、市商务委（市口岸办）、机场集团、东航集团）,valid,PAU_003,机场与货站之间航空货物地面驳运安保,开展,operational,"[""航空""]",[],"[""试点""]",[],机场与货站之间航空货物地面驳运安保试点,T3,T4,True,[]
DF0403_003,DF0403,NA,body,（二）对正在享受市政府上述第（一）款财政奖励的国际（不含地区）全货机定期航线，在成都机场加密国际（不含地区）全货机定期航线航班的航空公司，在航线航班未实现每天一班前，市政府给予加密航班与现有航线航班同等标准的市场开拓费用财政奖励，奖励期限至该航线协议执行到期为止。,valid,PAU_001,全货机定期航线航班,加密,operational,"[""国际""]",[],[],"[""全货机"", ""定期""]",加密国际全货机定期航线航班,T3,T4,True,[]
DF0403_003,DF0403,NA,body,（二）对正在享受市政府上述第（一）款财政奖励的国际（不含地区）全货机定期航线，在成都机场加密国际（不含地区）全货机定期航线航班的航空公司，在航线航班未实现每天一班前，市政府给予加密航班与现有航线航班同等标准的市场开拓费用财政奖励，奖励期限至该航线协议执行到期为止。,valid,PAU_002,市场开拓费用财政奖励,给予,substantive,"[""国际""]",[],[],"[""全货机"", ""定期""]",给予国际全货机定期航线加密航班市场开拓费用财政奖励,T3,T4,True,[]
DF0403_006,DF0403,NA,body,（五）其他航空货运市场主体在成都机场开行全货机航线的奖励条件和标准参照航空公司执行。,valid,PAU_001,奖励条件和标准,参照执行,operational,"[""成都机场"", ""航空货运""]",[],[],"[""全货机""]",其他航空货运市场主体在成都机场开行全货机航线的奖励条件和标准参照航空公司执行,T3,T4,True,[]
DF0403_004,DF0403,NA,body,（三）对在成都机场新开国内（含地区）全货机定期航线和加密国内（含地区）全货机定期航线航班（未达到每天一班全货机航班）的航空公司，市政府根据机型大小确定给予新开国内（含地区）全货机定期航线两年培育期的财政奖励，奖励标准为2万-5万元/班，给予加密航班一年期的市场开拓费用财政奖励，奖励标准为1万-3万元/班。,valid,PAU_001,财政奖励,给予,substantive,"[""国内"", ""地区"", ""成都机场""]",[],"[""培育""]","[""全货机"", ""定期""]",国内（含地区）全货机定期航线两年培育期财政奖励,T3,T4,True,[]
DF0403_004,DF0403,NA,body,（三）对在成都机场新开国内（含地区）全货机定期航线和加密国内（含地区）全货机定期航线航班（未达到每天一班全货机航班）的航空公司，市政府根据机型大小确定给予新开国内（含地区）全货机定期航线两年培育期的财政奖励，奖励标准为2万-5万元/班，给予加密航班一年期的市场开拓费用财政奖励，奖励标准为1万-3万元/班。,valid,PAU_002,市场开拓费用财政奖励,给予,substantive,"[""国内"", ""地区"", ""成都机场""]",[],[],"[""全货机"", ""定期""]",国内（含地区）全货机定期加密航班一年期市场开拓费用财政奖励,T3,T4,True,[]
DF0403_005,DF0403,NA,body,（四）对未享受市政府补贴的国际（含地区）全货机定期航线，在航空公司保持现有航线航班数量不减的情况下，市政府可给予为期三年保持航班稳定运行的财政奖励，奖励标准为1万-3万元/班；如在此期间航空公司加密现有航线航班并能够稳定运行一年以上，市政府可给予该加密航线航班与现有稳定运行航班同等1万-3万元/班的奖励。,valid,PAU_001,财政奖励,给予,substantive,"[""国际""]",[],[],"[""全货机"", ""定期""]",国际全货机定期航线财政奖励,T3,T4,True,[]
DF0403_005,DF0403,NA,body,（四）对未享受市政府补贴的国际（含地区）全货机定期航线，在航空公司保持现有航线航班数量不减的情况下，市政府可给予为期三年保持航班稳定运行的财政奖励，奖励标准为1万-3万元/班；如在此期间航空公司加密现有航线航班并能够稳定运行一年以上，市政府可给予该加密航线航班与现有稳定运行航班同等1万-3万元/班的奖励。,valid,PAU_002,航线航班,加密,operational,"[""国际""]",[],[],"[""全货机"", ""定期""]",国际全货机定期加密航线航班,T3,T4,True,[]
DF0403_005,DF0403,NA,body,（四）对未享受市政府补贴的国际（含地区）全货机定期航线，在航空公司保持现有航线航班数量不减的情况下，市政府可给予为期三年保持航班稳定运行的财政奖励，奖励标准为1万-3万元/班；如在此期间航空公司加密现有航线航班并能够稳定运行一年以上，市政府可给予该加密航线航班与现有稳定运行航班同等1万-3万元/班的奖励。,valid,PAU_003,财政奖励,给予,substantive,"[""国际""]",[],[],"[""全货机"", ""定期""]",国际全货机定期加密航线航班财政奖励,T3,T4,True,[]
DF0403_009,DF0403,NA,body,（一）对航空公司利用国内全货机航班和国内客运航班经成都机场进出港的国内货物增量市政府给予财政奖励。各航空公司以上一年对成都贡献的进出港货量为基数，当年进出港货量增长幅度达到25%（含）以上给予1.0元/公斤奖励，增长幅度达到20%（含）以上给予0.8元/公斤奖励，增长幅度达到10%（含）以上给予0.5元/公斤奖励。,valid,PAU_001,财政奖励,给予,substantive,"[""国内"", ""成都机场""]",[],[],"[""全货机"", ""客运航班""]",对国内全货机和客运航班经成都机场进出港货物增量给予财政奖励,T3,T4,True,[]
DF0403_008,DF0403,H1,title,二、鼓励航空货运市场主体向成都机场集货，促进航空货量、中转货量增长,valid,PAU_001,航空货运市场主体,鼓励,intent,"[""成都机场""]",[],[],[],鼓励航空货运市场主体向成都机场集货,T3,T4,False,[]
DF0403_008,DF0403,H1,title,二、鼓励航空货运市场主体向成都机场集货，促进航空货量、中转货量增长,valid,PAU_002,航空货量,促进,direction,[],[],[],[],促进航空货量增长,T3,T3,False,[]
DF0403_008,DF0403,H1,title,二、鼓励航空货运市场主体向成都机场集货，促进航空货量、中转货量增长,valid,PAU_003,中转货量,促进,direction,[],[],[],[],促进中转货量增长,T3,T3,False,[]
DF0403_007,DF0403,NA,body,（六）对战略性国际全货机定期航线、特别重要急需货运航线和重大招商项目涉及大宗商品运输任务，经市政府专题研究确定奖励标准后，由市政府给予财政奖励。,valid,PAU_001,财政奖励,给予,substantive,"[""国际""]",[],[],"[""全货机"", ""定期""]",战略性国际全货机定期航线财政奖励,T3,T4,True,[]
DF0403_007,DF0403,NA,body,（六）对战略性国际全货机定期航线、特别重要急需货运航线和重大招商项目涉及大宗商品运输任务，经市政府专题研究确定奖励标准后，由市政府给予财政奖励。,valid,PAU_002,财政奖励,给予,substantive,[],[],"[""特别重要急需""]","[""货运航线""]",特别重要急需货运航线财政奖励,T3,T4,True,[]
DF0403_007,DF0403,NA,body,（六）对战略性国际全货机定期航线、特别重要急需货运航线和重大招商项目涉及大宗商品运输任务，经市政府专题研究确定奖励标准后，由市政府给予财政奖励。,valid,PAU_003,财政奖励,给予,substantive,[],[],"[""重大招商项目""]","[""大宗商品运输任务""]",重大招商项目涉及大宗商品运输任务财政奖励,T3,T4,True,[]
DF0403_010,DF0403,NA,body,（二）对航空公司在成都机场库区内实现中转的国际（含地区）货物市政府给予空空中转联运的财政奖励，奖励标准：国内转国际、国际转国内、国际转国际的中转货物2.0元/公斤。,valid,PAU_001,空空中转联运,给予,substantive,"[""国际"", ""成都机场""]",[],[],[],国际空空中转联运（成都机场）,T3,T4,True,[]
DF0403_011,DF0403,NA,body,（三）对航空货站在成都机场开展跨航空公司、跨货站国际（含地区）货物库区内快速中转业务市政府给予中转货物处置财政奖励，奖励标准1.0元/公斤。,valid,PAU_001,航空货站,开展,operational,"[""国际"", ""成都机场""]",[],[],"[""跨航空公司"", ""跨货站"", ""快速中转""]",航空货站在成都机场开展跨航空公司、跨货站国际快速中转业务,T3,T4,True,[]
DF0403_012,DF0403,NA,body,（四）对货代企业在成都机场利用国际（含地区）全货机航班进出港和利用国际客运航班进港的国际货物货量市政府给予财政奖励。国际（含地区）全货机航班进港的奖励标准为远程（10小时以上航距）2.0元/公斤，中程（6-10小时航距）1.5元/公斤，近程（6小时以内航距）1.0元/公斤；国际（含地区）全货机航班出港的奖励标准为0.5元/公斤。国际客运航班进港的奖励标准为0.5元/公斤。,valid,PAU_001,财政奖励,给予,substantive,"[""国际"", ""成都机场""]",[],[],"[""全货机""]",国际全货机航班进出港财政奖励,T3,T4,True,[]
DF0403_012,DF0403,NA,body,（四）对货代企业在成都机场利用国际（含地区）全货机航班进出港和利用国际客运航班进港的国际货物货量市政府给予财政奖励。国际（含地区）全货机航班进港的奖励标准为远程（10小时以上航距）2.0元/公斤，中程（6-10小时航距）1.5元/公斤，近程（6小时以内航距）1.0元/公斤；国际（含地区）全货机航班出港的奖励标准为0.5元/公斤。国际客运航班进港的奖励标准为0.5元/公斤。,valid,PAU_002,财政奖励,给予,substantive,"[""国际"", ""成都机场""]",[],[],[],国际客运航班进港财政奖励,T3,T4,True,[]
DF0403_014,DF0403,NA,body,（六）对货代企业或贸易企业利用成都空运进境指定监管场地（植物种苗、冰鲜水产品、食用水生动物、药品、生物制品、水果、肉类、国际邮件）进口特殊货物，市政府给予货量奖励，奖励标准1.0元/公斤。,valid,PAU_001,货量奖励,给予,operational,"[""成都"", ""国际""]",[],[],"[""特殊货物""]",成都国际特殊货物货量奖励,T3,T4,True,[]
DF0403_015,DF0403,NA,body,（七）对货代企业或货主企业采用全货机国际包机（军品运输、救灾物资等特殊包机除外）方式经成都机场进出港，且全年包机航班达到10班以上，市政府给予全货机国际包机奖励，奖励标准为新开同类国际全货机定期航线财政奖励标准的30%。,valid,PAU_001,全货机国际包机奖励,给予,substantive,"[""国际""]",[],[],"[""全货机""]",全货机国际包机奖励,T3,T4,True,[]
DF0403_013,DF0403,NA,body,（五）对货代企业采用地面运输将四川省行政区域范围以外国际货物通过成都机场进出港市政府给予空地联运集货费用财政奖励，奖励标准2.0元/公斤。,valid,PAU_001,地面运输,采用,operational,"[""国际""]",[],[],[],国际地面运输,T3,T4,True,[]
DF0403_013,DF0403,NA,body,（五）对货代企业采用地面运输将四川省行政区域范围以外国际货物通过成都机场进出港市政府给予空地联运集货费用财政奖励，奖励标准2.0元/公斤。,valid,PAU_002,空地联运集货费用财政奖励,给予,substantive,"[""成都机场"", ""四川省行政区域范围以外""]",[],[],[],四川省行政区域范围以外经成都机场空地联运集货费用财政奖励,T3,T4,True,[]
DF0403_017,DF0403,NA,body,对在成都机场新设立的基地货运航空公司：,valid,PAU_001,基地货运航空公司,设立,substantive,"[""成都机场""]",[],"[""新""]",[],在成都机场新设立基地货运航空公司,T3,T4,True,[]
DF0403_018,DF0403,NA,body,（一）市政府根据其全货机机型和运力投放能力等情况给予一次性落户财政奖励，奖励标准为1000万-2000万元。,valid,PAU_001,一次性落户财政奖励,给予,operational,"[""成都""]",[],[],"[""全货机""]",成都全货机一次性落户财政奖励,T3,T4,True,[]
DF0403_016,DF0403,H1,title,三、鼓励在成都新设立基地货运航空公司，增加全货机运力,valid,PAU_001,设立基地货运航空公司,鼓励,intent,"[""成都""]",[],"[""新""]",[],在成都新设立基地货运航空公司,T3,T4,False,[]
DF0403_016,DF0403,H1,title,三、鼓励在成都新设立基地货运航空公司，增加全货机运力,valid,PAU_002,全货机运力,增加,substantive,[],[],[],"[""全货机""]",增加全货机运力,T3,T3.5,True,[]
DF0403_019,DF0403,NA,body,（二）市政府给予新设立基地货运航空公司配套建设项目供地保障，同时所在区（市）县政府（管委会）给予项目建设优惠扶持政策。,valid,PAU_001,配套建设项目供地保障,给予,substantive,"[""航空"", ""枢纽""]",[],[],[],航空货运枢纽配套建设项目供地保障,T3,T4,True,[]
DF0403_019,DF0403,NA,body,（二）市政府给予新设立基地货运航空公司配套建设项目供地保障，同时所在区（市）县政府（管委会）给予项目建设优惠扶持政策。,valid,PAU_002,项目建设优惠扶持政策,给予,substantive,"[""航空"", ""枢纽""]",[],[],[],航空货运枢纽项目建设优惠扶持政策,T3,T4,True,[]
DF0403_022,DF0403,NA,body,对在成都机场新设立年度航空货运处理能力20万吨（含）以上的国际航空货运转运（分拨）中心：,valid,PAU_001,国际航空货运转运（分拨）中心,设立,substantive,"[""国际"", ""成都""]",[],[],[],成都国际航空货运转运（分拨）中心,T3,T4,True,[]
DF0403_020,DF0403,NA,body,（三）自投入运营年度起，由所在区（市）县政府（管委会）参照其对地方经济的贡献大小给予为期五年的财政奖励，用于支持其发展投入。,valid,PAU_001,财政奖励,给予,substantive,"[""地方""]",[],[],[],地方财政奖励,T3,T4,True,[]
DF0403_021,DF0403,H1,title,四、鼓励在成都新设立国际航空货运转运（分拨）中心，提升航空货运枢纽集疏运能力,valid,PAU_001,设立国际航空货运转运（分拨）中心,鼓励,intent,"[""国际"", ""成都""]",[],[],[],在成都新设立国际航空货运转运（分拨）中心,T3,T4,False,[]
DF0403_021,DF0403,H1,title,四、鼓励在成都新设立国际航空货运转运（分拨）中心，提升航空货运枢纽集疏运能力,valid,PAU_002,航空货运枢纽集疏运能力,提升,direction,"[""航空"", ""枢纽""]",[],[],[],提升航空货运枢纽集疏运能力,T2,T3,False,[]
DF0403_023,DF0403,NA,body,（一）市政府给予一次性落户财政奖励，奖励标准为2000万元。,valid,PAU_001,一次性落户财政奖励,给予,substantive,"[""国际""]",[],[],[],国际一次性落户财政奖励,T3,T4,True,[]
DF0403_025,DF0403,NA,body,（三）自投入运营年度起，由所在区（市）县政府（管委会）参照其对地方经济的贡献大小给予为期五年的财政奖励，用于支持其发展投入。,valid,PAU_001,财政奖励,给予,substantive,"[""区（市）县""]",[],[],[],区（市）县财政奖励,T3,T4,True,[]
DF0403_026,DF0403,NA,body,（四）投入运营后年度实际处理货量（进出港及中转）达到5万吨（含）以上市政府给予500万元年度奖励，年度实际处理货量每增加1万吨，年度奖励亦增加100万元，最高奖励2000万元。,valid,PAU_001,年度奖励,给予,operational,"[""市政府""]",[],[],[],市政府给予年度奖励,T3,T4,True,[]
DF0403_024,DF0403,NA,body,（二）市政府给予供地保障，同时所在区（市）县政府（管委会）给予项目建设优惠扶持政策。,valid,PAU_001,供地保障,给予,substantive,"[""市政府""]",[],[],[],市政府供地保障,T3,T4,True,[]
DF0403_024,DF0403,NA,body,（二）市政府给予供地保障，同时所在区（市）县政府（管委会）给予项目建设优惠扶持政策。,valid,PAU_002,项目建设优惠扶持政策,给予,substantive,"[""区（市）县政府（管委会）""]",[],[],[],区（市）县政府（管委会）项目建设优惠扶持政策,T3,T4,True,[]
