parent,id_a,id_b,label_a,label_b,jaccard,cosine,vectors_computable,heading_a,heading_b
L2_N4db8aea7,L3_N9d8779ad,L3_N82cdf37d,提升国际货运中转功能,做大空空中转业务,0.13333333333333333,0.8192954659461975,True,,（四）丰富多式联运体系
L2_N4db8aea7,L3_Nf50b9a9d,L3_N82cdf37d,推进临空经济发展,做大空空中转业务,0.07142857142857142,0.764404833316803,True,（三）大力拓展货源腹地,（四）丰富多式联运体系
L2_Ne4cef915,L3_N9a2b3002,L3_Nbccd8d12,鼓励航空货运市场主体开行全货机定期航线,增加机场高峰小时容量,0.08,0.556011438369751,True,,（五）提升航空物流通达能力
L1_Ne04d7cfa,L2_Ncb44b1ac,L1_Ne04d7cfa_BR_d01225,增强市场培育组织能力,市场主体培育与引进,0.2857142857142857,0.0,False,,
L1_Ne04d7cfa,L2_Ncb44b1ac,L1_Ne04d7cfa_BR_8e5e4b,增强市场培育组织能力,市场业务拓展与货源组织,0.25,0.0,False,,
L1_Ne04d7cfa,L2_Ncb44b1ac,L1_Ne04d7cfa_BR_c88c78,增强市场培育组织能力,服务保障与营商环境优化,0.0,0.0,False,,
L1_Ne04d7cfa,L1_Ne04d7cfa_BR_d01225,L1_Ne04d7cfa_BR_8e5e4b,市场主体培育与引进,市场业务拓展与货源组织,0.125,0.0,False,,
L1_Ne04d7cfa,L1_Ne04d7cfa_BR_d01225,L1_Ne04d7cfa_BR_c88c78,市场主体培育与引进,服务保障与营商环境优化,0.0,0.0,False,,
L1_Ne04d7cfa,L1_Ne04d7cfa_BR_8e5e4b,L1_Ne04d7cfa_BR_c88c78,市场业务拓展与货源组织,服务保障与营商环境优化,0.05263157894736842,0.0,False,,
L1_Ne04d7cfa_BR_d01225,L2_N466127b4,L2_N9afe10a9,培育多元经营主体,培育市场主体,0.4,0.6979410648345947,True,,
L1_Ne04d7cfa_BR_d01225,L2_N466127b4,L2_N6a61e567,培育多元经营主体,强化市场培育,0.16666666666666666,0.6430999040603638,True,,
L1_Ne04d7cfa_BR_d01225,L2_N466127b4,L2_N172cd711,培育多元经营主体,集聚优质市场主体,0.14285714285714285,0.6681273579597473,True,,
L1_Ne04d7cfa_BR_d01225,L2_N466127b4,L2_N3782a8fc,培育多元经营主体,培育关键市场主体,0.3333333333333333,0.6886967420578003,True,,
L1_Ne04d7cfa_BR_d01225,L2_N466127b4,L2_Naaad89dc,培育多元经营主体,引入关键市场主体,0.14285714285714285,0.6034488081932068,True,,
L1_Ne04d7cfa_BR_d01225,L2_N466127b4,L2_Nd16c2854,培育多元经营主体,加强市场主体培育,0.3333333333333333,0.6616847515106201,True,,
L1_Ne04d7cfa_BR_d01225,L2_N9afe10a9,L2_N6a61e567,培育市场主体,强化市场培育,0.5,0.6895701289176941,True,,
L1_Ne04d7cfa_BR_d01225,L2_N9afe10a9,L2_N172cd711,培育市场主体,集聚优质市场主体,0.4,0.7888617515563965,True,,
L1_Ne04d7cfa_BR_d01225,L2_N9afe10a9,L2_N3782a8fc,培育市场主体,培育关键市场主体,0.75,0.8366410732269287,True,,
L1_Ne04d7cfa_BR_d01225,L2_N9afe10a9,L2_Naaad89dc,培育市场主体,引入关键市场主体,0.4,0.7273114323616028,True,,
L1_Ne04d7cfa_BR_d01225,L2_N9afe10a9,L2_Nd16c2854,培育市场主体,加强市场主体培育,0.75,0.8696648478507996,True,,
L1_Ne04d7cfa_BR_d01225,L2_N6a61e567,L2_N172cd711,强化市场培育,集聚优质市场主体,0.16666666666666666,0.686626136302948,True,,
L1_Ne04d7cfa_BR_d01225,L2_N6a61e567,L2_N3782a8fc,强化市场培育,培育关键市场主体,0.4,0.7487349510192871,True,,
L1_Ne04d7cfa_BR_d01225,L2_N6a61e567,L2_Naaad89dc,强化市场培育,引入关键市场主体,0.16666666666666666,0.6484323143959045,True,,
L1_Ne04d7cfa_BR_d01225,L2_N6a61e567,L2_Nd16c2854,强化市场培育,加强市场主体培育,0.5555555555555556,0.8246219754219055,True,,
L1_Ne04d7cfa_BR_d01225,L2_N172cd711,L2_N3782a8fc,集聚优质市场主体,培育关键市场主体,0.3333333333333333,0.8027973175048828,True,,
L1_Ne04d7cfa_BR_d01225,L2_N172cd711,L2_Naaad89dc,集聚优质市场主体,引入关键市场主体,0.3333333333333333,0.7228538990020752,True,,
L1_Ne04d7cfa_BR_d01225,L2_N172cd711,L2_Nd16c2854,集聚优质市场主体,加强市场主体培育,0.3333333333333333,0.8081825971603394,True,,
L1_Ne04d7cfa_BR_d01225,L2_N3782a8fc,L2_Naaad89dc,培育关键市场主体,引入关键市场主体,0.6,0.8230826258659363,True,,
L1_Ne04d7cfa_BR_d01225,L2_N3782a8fc,L2_Nd16c2854,培育关键市场主体,加强市场主体培育,0.6,0.8343782424926758,True,,
L1_Ne04d7cfa_BR_d01225,L2_Naaad89dc,L2_Nd16c2854,引入关键市场主体,加强市场主体培育,0.3333333333333333,0.7541007995605469,True,,
L2_N6a61e567,L3_N33c0e278,L3_Nb2d030f0,引进培育总部型货代企业,培育物流龙头企业,0.26666666666666666,0.8132940530776978,True,（二）着力培育市场主体,（三）增强市场培育组织能力。
L2_N6a61e567,L3_N33c0e278,L3_N8aed76e2,引进培育总部型货代企业,引进培育货运龙头企业,0.5,0.8559005260467529,True,（二）着力培育市场主体,
L2_N6a61e567,L3_Nb2d030f0,L3_N8aed76e2,培育物流龙头企业,引进培育货运龙头企业,0.5,0.8949419856071472,True,（三）增强市场培育组织能力。,
L2_N172cd711,L3_N133b0ed2,L3_N9a9d4b5c,推进集疏运体系建设,支持多元市场主体发展,0.05555555555555555,0.7305572032928467,True,（四）持续提升服务保障能力,（三）集聚优质市场主体
L2_Nd16c2854,L3_N2d02331f,L3_Nf8bb4ea7,鼓励市场主体加强货运能力建设,加强集疏运体系建设,0.35294117647058826,0.8742262125015259,True,（三）集聚优质市场主体,（三）加强市场主体培育
L2_Nd16c2854,L3_N2d02331f,L3_Ncc6e46eb,鼓励市场主体加强货运能力建设,加强市场推介和招商,0.2222222222222222,0.707481861114502,True,（三）集聚优质市场主体,二、重点工作任务
L2_Nd16c2854,L3_Nf8bb4ea7,L3_Ncc6e46eb,加强集疏运体系建设,加强市场推介和招商,0.13333333333333333,0.7435880303382874,True,（三）加强市场主体培育,二、重点工作任务
L3_Ncc6e46eb,L4_N162d5723,L4_Nd788e769,加强国内外航空货运市场推介,加强国内外航空货运市场招商,0.7333333333333333,0.9870835542678833,True,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源
L1_Ne04d7cfa_BR_8e5e4b,L2_N1f3bd9b5,L2_N9ef25cc0,拓展增量市场业务,促进航空货量增长,0.14285714285714285,0.5116843581199646,True,,
L1_Ne04d7cfa_BR_8e5e4b,L2_N1f3bd9b5,L2_N74b249c8,拓展增量市场业务,拓展增量市场业务,1.0,0.9999992847442627,True,,
L1_Ne04d7cfa_BR_8e5e4b,L2_N1f3bd9b5,L2_Nd39445b0,拓展增量市场业务,开拓航空物流新兴业态,0.125,0.3750546872615814,True,,
L1_Ne04d7cfa_BR_8e5e4b,L2_N1f3bd9b5,L2_N68c2aa93,拓展增量市场业务,提升货源组织能力,0.0,0.4674832820892334,True,,
L1_Ne04d7cfa_BR_8e5e4b,L2_N9ef25cc0,L2_N74b249c8,促进航空货量增长,拓展增量市场业务,0.14285714285714285,0.511669933795929,True,,
L1_Ne04d7cfa_BR_8e5e4b,L2_N9ef25cc0,L2_Nd39445b0,促进航空货量增长,开拓航空物流新兴业态,0.125,0.5344122648239136,True,,
L1_Ne04d7cfa_BR_8e5e4b,L2_N9ef25cc0,L2_N68c2aa93,促进航空货量增长,提升货源组织能力,0.06666666666666667,0.4774736762046814,True,,
L1_Ne04d7cfa_BR_8e5e4b,L2_N74b249c8,L2_Nd39445b0,拓展增量市场业务,开拓航空物流新兴业态,0.125,0.3750191628932953,True,,
L1_Ne04d7cfa_BR_8e5e4b,L2_N74b249c8,L2_N68c2aa93,拓展增量市场业务,提升货源组织能力,0.0,0.467415452003479,True,,
L1_Ne04d7cfa_BR_8e5e4b,L2_Nd39445b0,L2_N68c2aa93,开拓航空物流新兴业态,提升货源组织能力,0.0,0.361281156539917,True,,
L2_N9ef25cc0,L3_N571de1aa,L3_Nd77a7607,招引货运航空公司,鼓励航空货运市场主体向机场集货,0.23529411764705882,0.6323783993721008,True,（二）着力培育市场主体,
L2_N9ef25cc0,L3_N571de1aa,L3_N69b20189,招引货运航空公司,鼓励新设立基地货运航空公司,0.4,0.6248372793197632,True,（二）着力培育市场主体,
L2_N9ef25cc0,L3_N571de1aa,L3_Nf61090c5,招引货运航空公司,推进临空经济发展,0.06666666666666667,0.733858048915863,True,（二）着力培育市场主体,
L2_N9ef25cc0,L3_N571de1aa,L3_Nc594b785,招引货运航空公司,拓展航空货运细分领域,0.2857142857142857,0.8290963172912598,True,（二）着力培育市场主体,（四）拓展增量市场业务
L2_N9ef25cc0,L3_Nd77a7607,L3_N69b20189,鼓励航空货运市场主体向机场集货,鼓励新设立基地货运航空公司,0.3,0.6915010809898376,True,,
L2_N9ef25cc0,L3_Nd77a7607,L3_Nf61090c5,鼓励航空货运市场主体向机场集货,推进临空经济发展,0.05,0.5446135997772217,True,,
L2_N9ef25cc0,L3_Nd77a7607,L3_Nc594b785,鼓励航空货运市场主体向机场集货,拓展航空货运细分领域,0.21052631578947367,0.619269073009491,True,,（四）拓展增量市场业务
L2_N9ef25cc0,L3_N69b20189,L3_Nf61090c5,鼓励新设立基地货运航空公司,推进临空经济发展,0.05,0.4939786493778229,True,,
L2_N9ef25cc0,L3_N69b20189,L3_Nc594b785,鼓励新设立基地货运航空公司,拓展航空货运细分领域,0.21052631578947367,0.5834609866142273,True,,（四）拓展增量市场业务
L2_N9ef25cc0,L3_Nf61090c5,L3_Nc594b785,推进临空经济发展,拓展航空货运细分领域,0.125,0.7444267272949219,True,,（四）拓展增量市场业务
L3_Nc594b785,L4_N94978a33,L4_Ne0f95b19,提升客机腹舱货邮量,推进航空敏感货物运输业务,0.05,0.8582297563552856,True,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源
L2_Nd39445b0,L3_N595f8c05,L3_Nd551ce89,逐步完善冷链物流产业,发展航空中转集拼业务,0.05263157894736842,0.8378596305847168,True,六、大力开拓航空物流新兴业态,六、大力开拓航空物流新兴业态
L2_Nd39445b0,L3_N595f8c05,L3_N29e43ee4,逐步完善冷链物流产业,建设货运包机运营基地,0.0,0.7955102324485779,True,六、大力开拓航空物流新兴业态,六、大力开拓航空物流新兴业态
L2_Nd39445b0,L3_Nd551ce89,L3_N29e43ee4,发展航空中转集拼业务,建设货运包机运营基地,0.0,0.8151108026504517,True,六、大力开拓航空物流新兴业态,六、大力开拓航空物流新兴业态
L3_N595f8c05,L4_N7d2d45d8,L4_N29154f31,推进冷链物流基础设施建设,完善冷链物流标准化体系,0.2222222222222222,0.973670244216919,True,六、大力开拓航空物流新兴业态 > （一）逐步完善冷链物流产业,
L3_N595f8c05,L4_N7d2d45d8,L4_N57fcf49b,推进冷链物流基础设施建设,完善冷链物流监管,0.26666666666666666,0.9677716493606567,True,六、大力开拓航空物流新兴业态 > （一）逐步完善冷链物流产业,六、大力开拓航空物流新兴业态 > （一）逐步完善冷链物流产业
L3_N595f8c05,L4_N7d2d45d8,L4_N532a82ae,推进冷链物流基础设施建设,完善冷链物流溯源,0.26666666666666666,0.9571693539619446,True,六、大力开拓航空物流新兴业态 > （一）逐步完善冷链物流产业,六、大力开拓航空物流新兴业态 > （一）逐步完善冷链物流产业
L3_N595f8c05,L4_N29154f31,L4_N57fcf49b,完善冷链物流标准化体系,完善冷链物流监管,0.46153846153846156,0.9760243892669678,True,,六、大力开拓航空物流新兴业态 > （一）逐步完善冷链物流产业
L3_N595f8c05,L4_N29154f31,L4_N532a82ae,完善冷链物流标准化体系,完善冷链物流溯源,0.46153846153846156,0.9654455780982971,True,,六、大力开拓航空物流新兴业态 > （一）逐步完善冷链物流产业
L3_N595f8c05,L4_N57fcf49b,L4_N532a82ae,完善冷链物流监管,完善冷链物流溯源,0.6,0.9705179333686829,True,六、大力开拓航空物流新兴业态 > （一）逐步完善冷链物流产业,六、大力开拓航空物流新兴业态 > （一）逐步完善冷链物流产业
L3_Nd551ce89,L4_Nea83b034,L4_N0e93e380,加快中转硬件设施配套,加强同制造业融合发展,0.05263157894736842,0.8535385131835938,True,,六、大力开拓航空物流新兴业态 > （五）进一步优化供应链管理
L2_N68c2aa93,L3_Nafdd44e6,L3_N071b8d1d,提升运力供给水平,强化货源组织调度,0.0,0.8972463607788086,True,,（三）加强市场主体培育
L2_N68c2aa93,L3_Nafdd44e6,L3_Naeed249a,提升运力供给水平,拓展货源,0.0,0.7484378814697266,True,,二、重点工作任务
L2_N68c2aa93,L3_N071b8d1d,L3_Naeed249a,强化货源组织调度,拓展货源,0.2,0.7679322957992554,True,（三）加强市场主体培育,二、重点工作任务
L1_Ne04d7cfa_BR_c88c78,L2_Nbd50000d,L2_Nf64b0b03,持续提升服务保障能力,提高物流服务保障效率,0.3333333333333333,0.710053563117981,True,,
L1_Ne04d7cfa_BR_c88c78,L2_Nbd50000d,L2_N0700f788,持续提升服务保障能力,提升服务管理水平,0.2857142857142857,0.7021893858909607,True,,
L1_Ne04d7cfa_BR_c88c78,L2_Nbd50000d,L2_N2f32c229,持续提升服务保障能力,增强航空物流服务能力,0.25,0.6522602438926697,True,,
L1_Ne04d7cfa_BR_c88c78,L2_Nbd50000d,L2_N45ccbfbf,持续提升服务保障能力,提升服务管理水平,0.2857142857142857,0.7021893858909607,True,,
L1_Ne04d7cfa_BR_c88c78,L2_Nbd50000d,L2_Nbec5a9c5,持续提升服务保障能力,优化营商环境,0.0,0.6220215559005737,True,,
L1_Ne04d7cfa_BR_c88c78,L2_Nf64b0b03,L2_N0700f788,提高物流服务保障效率,提升服务管理水平,0.2,0.6213878393173218,True,,
L1_Ne04d7cfa_BR_c88c78,L2_Nf64b0b03,L2_N2f32c229,提高物流服务保障效率,增强航空物流服务能力,0.25,0.7131564617156982,True,,
L1_Ne04d7cfa_BR_c88c78,L2_Nf64b0b03,L2_N45ccbfbf,提高物流服务保障效率,提升服务管理水平,0.2,0.6213878393173218,True,,
L1_Ne04d7cfa_BR_c88c78,L2_Nf64b0b03,L2_Nbec5a9c5,提高物流服务保障效率,优化营商环境,0.0,0.5781795978546143,True,,
L1_Ne04d7cfa_BR_c88c78,L2_N0700f788,L2_N2f32c229,提升服务管理水平,增强航空物流服务能力,0.125,0.5259354114532471,True,,
L1_Ne04d7cfa_BR_c88c78,L2_N0700f788,L2_N45ccbfbf,提升服务管理水平,提升服务管理水平,1.0,1.0000001192092896,True,,
L1_Ne04d7cfa_BR_c88c78,L2_N0700f788,L2_Nbec5a9c5,提升服务管理水平,优化营商环境,0.0,0.6068540811538696,True,,
L1_Ne04d7cfa_BR_c88c78,L2_N2f32c229,L2_N45ccbfbf,增强航空物流服务能力,提升服务管理水平,0.125,0.5259354114532471,True,,
L1_Ne04d7cfa_BR_c88c78,L2_N2f32c229,L2_Nbec5a9c5,增强航空物流服务能力,优化营商环境,0.0,0.5500196218490601,True,,
L1_Ne04d7cfa_BR_c88c78,L2_N45ccbfbf,L2_Nbec5a9c5,提升服务管理水平,优化营商环境,0.0,0.6068540811538696,True,,
L2_Nf64b0b03,L3_N62ed0091,L3_N9c47a867,推进智慧物流建设,推进智慧物流建设,1.0,0.9358461499214172,True,（四）提高物流服务保障效率。,五、提升服务管理水平
L2_N0700f788,L3_N5383b7aa,L3_N888d7345,创新发展管理模式,提升通关服务效率,0.0,0.7890182733535767,True,五、提升服务管理水平,（四）提升服务管理水平
L2_N2f32c229,L3_N07990008,L3_Na5cf0ba6,加快机场基础设施建设,完善航空物流配套设施,0.11764705882352941,0.8824797868728638,True,（四）持续提升服务保障能力,（四）持续提升服务保障能力
L2_N2f32c229,L3_N07990008,L3_N970e9205,加快机场基础设施建设,加快国际航空物流中心载体建设,0.21052631578947367,0.8669944405555725,True,（四）持续提升服务保障能力,
L2_N2f32c229,L3_Na5cf0ba6,L3_N970e9205,完善航空物流配套设施,加快国际航空物流中心载体建设,0.2631578947368421,0.9119037389755249,True,（四）持续提升服务保障能力,
L2_Nbec5a9c5,L3_Nbec5a9c5,L3_Nb394347b,打造高效便利的营商环境,优化简化安检流程,0.0,0.7814052104949951,True,,（四）提高物流服务保障效率。
L2_Nbec5a9c5,L3_Nbec5a9c5,L3_N22d9d7b1,打造高效便利的营商环境,提升口岸通关效率,0.058823529411764705,0.8437386155128479,True,,（四）提高物流服务保障效率。
L2_Nbec5a9c5,L3_Nbec5a9c5,L3_N578f3b8a,打造高效便利的营商环境,提升跨境电子商务国际货运服务能力,0.08695652173913043,0.7575516104698181,True,,五、提升服务管理水平
L2_Nbec5a9c5,L3_Nbec5a9c5,L3_N607e22c3,打造高效便利的营商环境,大力发展货运中转业务,0.0,0.7288480997085571,True,,
L2_Nbec5a9c5,L3_Nbec5a9c5,L3_N18ada171,打造高效便利的营商环境,推进跨境电商发展,0.125,0.6671250462532043,True,,六、大力开拓航空物流新兴业态
L2_Nbec5a9c5,L3_Nbec5a9c5,L3_N640a2992,打造高效便利的营商环境,优化供应链管理,0.0,0.647668182849884,True,,六、大力开拓航空物流新兴业态
L2_Nbec5a9c5,L3_Nbec5a9c5,L3_N0f65b0c3,打造高效便利的营商环境,丰富货运参与主体,0.0,0.7051500082015991,True,,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_Nbec5a9c5,L3_N65606e29,打造高效便利的营商环境,强化陆运集货网络,0.0,0.6436392068862915,True,,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_Nbec5a9c5,L3_Nd290d812,打造高效便利的营商环境,探索开展多式联运,0.0,0.6986961960792542,True,,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_Nbec5a9c5,L3_N0362ceea,打造高效便利的营商环境,加快完善口岸功能,0.0,0.8322145342826843,True,,（四）提升服务管理水平
L2_Nbec5a9c5,L3_Nbec5a9c5,L3_Ne7b47d1e,打造高效便利的营商环境,优化口岸营商环境,0.2857142857142857,0.9091952443122864,True,,（四）提升服务管理水平
L2_Nbec5a9c5,L3_Nb394347b,L3_N22d9d7b1,优化简化安检流程,提升口岸通关效率,0.0,0.8655582070350647,True,（四）提高物流服务保障效率。,（四）提高物流服务保障效率。
L2_Nbec5a9c5,L3_Nb394347b,L3_N578f3b8a,优化简化安检流程,提升跨境电子商务国际货运服务能力,0.0,0.7038265466690063,True,（四）提高物流服务保障效率。,五、提升服务管理水平
L2_Nbec5a9c5,L3_Nb394347b,L3_N607e22c3,优化简化安检流程,大力发展货运中转业务,0.0,0.7751418352127075,True,（四）提高物流服务保障效率。,
L2_Nbec5a9c5,L3_Nb394347b,L3_N18ada171,优化简化安检流程,推进跨境电商发展,0.0,0.6960317492485046,True,（四）提高物流服务保障效率。,六、大力开拓航空物流新兴业态
L2_Nbec5a9c5,L3_Nb394347b,L3_N640a2992,优化简化安检流程,优化供应链管理,0.16666666666666666,0.7126403450965881,True,（四）提高物流服务保障效率。,六、大力开拓航空物流新兴业态
L2_Nbec5a9c5,L3_Nb394347b,L3_N0f65b0c3,优化简化安检流程,丰富货运参与主体,0.0,0.7523683309555054,True,（四）提高物流服务保障效率。,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_Nb394347b,L3_N65606e29,优化简化安检流程,强化陆运集货网络,0.07142857142857142,0.7109717726707458,True,（四）提高物流服务保障效率。,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_Nb394347b,L3_Nd290d812,优化简化安检流程,探索开展多式联运,0.0,0.759405791759491,True,（四）提高物流服务保障效率。,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_Nb394347b,L3_N0362ceea,优化简化安检流程,加快完善口岸功能,0.0,0.8112578392028809,True,（四）提高物流服务保障效率。,（四）提升服务管理水平
L2_Nbec5a9c5,L3_Nb394347b,L3_Ne7b47d1e,优化简化安检流程,优化口岸营商环境,0.15384615384615385,0.8063077926635742,True,（四）提高物流服务保障效率。,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N22d9d7b1,L3_N578f3b8a,提升口岸通关效率,提升跨境电子商务国际货运服务能力,0.09523809523809523,0.7629187107086182,True,（四）提高物流服务保障效率。,五、提升服务管理水平
L2_Nbec5a9c5,L3_N22d9d7b1,L3_N607e22c3,提升口岸通关效率,大力发展货运中转业务,0.0,0.8032329082489014,True,（四）提高物流服务保障效率。,
L2_Nbec5a9c5,L3_N22d9d7b1,L3_N18ada171,提升口岸通关效率,推进跨境电商发展,0.0,0.7214952111244202,True,（四）提高物流服务保障效率。,六、大力开拓航空物流新兴业态
L2_Nbec5a9c5,L3_N22d9d7b1,L3_N640a2992,提升口岸通关效率,优化供应链管理,0.0,0.6607254147529602,True,（四）提高物流服务保障效率。,六、大力开拓航空物流新兴业态
L2_Nbec5a9c5,L3_N22d9d7b1,L3_N0f65b0c3,提升口岸通关效率,丰富货运参与主体,0.0,0.7707104086875916,True,（四）提高物流服务保障效率。,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N22d9d7b1,L3_N65606e29,提升口岸通关效率,强化陆运集货网络,0.0,0.7173013091087341,True,（四）提高物流服务保障效率。,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N22d9d7b1,L3_Nd290d812,提升口岸通关效率,探索开展多式联运,0.0,0.7812898755073547,True,（四）提高物流服务保障效率。,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N22d9d7b1,L3_N0362ceea,提升口岸通关效率,加快完善口岸功能,0.14285714285714285,0.9145717024803162,True,（四）提高物流服务保障效率。,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N22d9d7b1,L3_Ne7b47d1e,提升口岸通关效率,优化口岸营商环境,0.14285714285714285,0.8907809257507324,True,（四）提高物流服务保障效率。,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N578f3b8a,L3_N607e22c3,提升跨境电子商务国际货运服务能力,大力发展货运中转业务,0.19047619047619047,0.7789719104766846,True,五、提升服务管理水平,
L2_Nbec5a9c5,L3_N578f3b8a,L3_N18ada171,提升跨境电子商务国际货运服务能力,推进跨境电商发展,0.21052631578947367,0.7781673073768616,True,五、提升服务管理水平,六、大力开拓航空物流新兴业态
L2_Nbec5a9c5,L3_N578f3b8a,L3_N640a2992,提升跨境电子商务国际货运服务能力,优化供应链管理,0.0,0.6696239709854126,True,五、提升服务管理水平,六、大力开拓航空物流新兴业态
L2_Nbec5a9c5,L3_N578f3b8a,L3_N0f65b0c3,提升跨境电子商务国际货运服务能力,丰富货运参与主体,0.1,0.778378427028656,True,五、提升服务管理水平,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N578f3b8a,L3_N65606e29,提升跨境电子商务国际货运服务能力,强化陆运集货网络,0.09523809523809523,0.7455767393112183,True,五、提升服务管理水平,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N578f3b8a,L3_Nd290d812,提升跨境电子商务国际货运服务能力,探索开展多式联运,0.045454545454545456,0.7585521340370178,True,五、提升服务管理水平,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N578f3b8a,L3_N0362ceea,提升跨境电子商务国际货运服务能力,加快完善口岸功能,0.045454545454545456,0.7651108503341675,True,五、提升服务管理水平,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N578f3b8a,L3_Ne7b47d1e,提升跨境电子商务国际货运服务能力,优化口岸营商环境,0.09523809523809523,0.7664598226547241,True,五、提升服务管理水平,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N607e22c3,L3_N18ada171,大力发展货运中转业务,推进跨境电商发展,0.125,0.7705409526824951,True,,六、大力开拓航空物流新兴业态
L2_Nbec5a9c5,L3_N607e22c3,L3_N640a2992,大力发展货运中转业务,优化供应链管理,0.0,0.7536047101020813,True,,六、大力开拓航空物流新兴业态
L2_Nbec5a9c5,L3_N607e22c3,L3_N0f65b0c3,大力发展货运中转业务,丰富货运参与主体,0.13333333333333333,0.8667726516723633,True,,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N607e22c3,L3_N65606e29,大力发展货运中转业务,强化陆运集货网络,0.125,0.833509624004364,True,,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N607e22c3,L3_Nd290d812,大力发展货运中转业务,探索开展多式联运,0.125,0.9010145664215088,True,,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N607e22c3,L3_N0362ceea,大力发展货运中转业务,加快完善口岸功能,0.0,0.778446614742279,True,,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N607e22c3,L3_Ne7b47d1e,大力发展货运中转业务,优化口岸营商环境,0.0,0.7644798755645752,True,,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N18ada171,L3_N640a2992,推进跨境电商发展,优化供应链管理,0.0,0.8266710638999939,True,六、大力开拓航空物流新兴业态,六、大力开拓航空物流新兴业态
L2_Nbec5a9c5,L3_N18ada171,L3_N0f65b0c3,推进跨境电商发展,丰富货运参与主体,0.0,0.7033640742301941,True,六、大力开拓航空物流新兴业态,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N18ada171,L3_N65606e29,推进跨境电商发展,强化陆运集货网络,0.0,0.6576148867607117,True,六、大力开拓航空物流新兴业态,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N18ada171,L3_Nd290d812,推进跨境电商发展,探索开展多式联运,0.06666666666666667,0.710769772529602,True,六、大力开拓航空物流新兴业态,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N18ada171,L3_N0362ceea,推进跨境电商发展,加快完善口岸功能,0.0,0.7078686952590942,True,六、大力开拓航空物流新兴业态,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N18ada171,L3_Ne7b47d1e,推进跨境电商发展,优化口岸营商环境,0.14285714285714285,0.7129369378089905,True,六、大力开拓航空物流新兴业态,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N640a2992,L3_N0f65b0c3,优化供应链管理,丰富货运参与主体,0.0,0.7193927764892578,True,六、大力开拓航空物流新兴业态,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N640a2992,L3_N65606e29,优化供应链管理,强化陆运集货网络,0.07142857142857142,0.7142577767372131,True,六、大力开拓航空物流新兴业态,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N640a2992,L3_Nd290d812,优化供应链管理,探索开展多式联运,0.0,0.7241562604904175,True,六、大力开拓航空物流新兴业态,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N640a2992,L3_N0362ceea,优化供应链管理,加快完善口岸功能,0.0,0.6445537209510803,True,六、大力开拓航空物流新兴业态,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N640a2992,L3_Ne7b47d1e,优化供应链管理,优化口岸营商环境,0.15384615384615385,0.6723218560218811,True,六、大力开拓航空物流新兴业态,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N0f65b0c3,L3_N65606e29,丰富货运参与主体,强化陆运集货网络,0.15384615384615385,0.88528972864151,True,（三）提升货源组织能力。,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N0f65b0c3,L3_Nd290d812,丰富货运参与主体,探索开展多式联运,0.07142857142857142,0.8797231912612915,True,（三）提升货源组织能力。,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N0f65b0c3,L3_N0362ceea,丰富货运参与主体,加快完善口岸功能,0.0,0.7447900176048279,True,（三）提升货源组织能力。,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N0f65b0c3,L3_Ne7b47d1e,丰富货运参与主体,优化口岸营商环境,0.0,0.7265592217445374,True,（三）提升货源组织能力。,（四）提升服务管理水平
